noun_w_buah	noun_w_orang	cossim
satuan	penanda	0.27
satuan	pemikir	0.23
satuan	saingan	0.22
satuan	pembimbing	0.2
satuan	petinggi	0.28
satuan	pelaut	0.19
satuan	pengrajin	0.21
satuan	langganan	0.24
satuan	pencinta	0.17
satuan	kenalan	0.13
satuan	penyidik	0.26
satuan	pelacur	0.1
satuan	pengirim	0.23
satuan	perusak	0.25
satuan	pendiam	0.06
satuan	pemeluk	0.22
satuan	penikmat	0.13
satuan	pemangku	0.27
satuan	perampok	0.17
satuan	pelarian	0.16
satuan	pengidap	0.04
satuan	penunjuk	0.29
satuan	pemuka	0.22
satuan	pengemis	0.16
satuan	pemusik	0.17
satuan	sukarelawan	0.28
satuan	penerbang	0.31
satuan	pejalan	0.22
satuan	petinju	0.14
satuan	penyandang	0.19
satuan	penanggung	0.26
satuan	penolong	0.16
satuan	jagoan	0.19
satuan	penembak	0.17
satuan	penipu	0.06
satuan	penyelamat	0.18
satuan	pendaftar	0.22
satuan	pelari	0.21
satuan	pengiring	0.25
satuan	penata	0.2
satuan	pengambil	0.26
satuan	penuntut	0.16
satuan	pembina	0.36
satuan	tanggungan	0.29
satuan	pencetus	0.14
satuan	pemangsa	0.14
satuan	penyebar	0.23
satuan	pemesan	0.24
satuan	dermawan	0.05
satuan	pemeriksa	0.26
satuan	negarawan	0.16
satuan	pengukur	0.35
satuan	penambang	0.18
satuan	pembajak	0.15
satuan	budayawan	0.16
satuan	perekam	0.22
satuan	penyayang	0.1
satuan	pemukul	0.34
satuan	perencana	0.33
satuan	pengumpul	0.23
satuan	wirausahawan	0.17
satuan	penangkap	0.24
satuan	penyelam	0.23
satuan	pemasar	0.15
satuan	pemalas	0.1
satuan	penarik	0.19
satuan	pengembara	0.17
satuan	gerilyawan	0.21
satuan	penggagas	0.21
satuan	penyembah	0.14
satuan	penilai	0.29
satuan	penguji	0.16
satuan	pengunjuk	0.15
satuan	penyembuh	0.11
satuan	rohaniwan	0.22
satuan	pemanah	0.2
satuan	penyelidik	0.22
satuan	penampil	0.18
satuan	peranakan	0.11
satuan	suruhan	0.18
satuan	usahawan	0.19
satuan	pelapor	0.23
satuan	pemahat	0.17
satuan	penunggu	0.17
satuan	penurut	0.11
satuan	pengusul	0.24
satuan	pemimpi	0.13
satuan	penyusup	0.19
satuan	pemungut	0.23
satuan	penceramah	0.12
satuan	penggarap	0.24
satuan	pelupa	0.05
satuan	perupa	0.11
satuan	penyendiri	0.1
satuan	pemateri	0.15
satuan	penggali	0.19
satuan	penukar	0.25
satuan	penyabar	0.05
satuan	pelempar	0.22
satuan	pemborong	0.25
satuan	pendemo	0.21
satuan	pencerita	0.14
satuan	penyelundup	0.11
satuan	penganggur	0.21
satuan	penggiling	0.18
satuan	pengulas	0.12
satuan	penagih	0.11
satuan	hartawan	0.1
satuan	perumus	0.38
satuan	peniup	0.12
satuan	penggalang	0.37
satuan	pembenci	0.08
satuan	pengkaji	0.19
satuan	pembebas	0.14
satuan	pemetik	0.22
satuan	penjilat	0.11
satuan	pencabut	0.18
satuan	peramah	0.04
satuan	pengukir	0.17
satuan	pengejar	0.22
satuan	pemerah	0.14
satuan	wiraswastawan	0.14
satuan	pemulia	0.25
satuan	penendang	0.2
satuan	penyimak	0.17
satuan	pelestari	0.19
satuan	penjemput	0.2
satuan	pembaru	0.21
satuan	penghayat	0.23
satuan	pengadu	0.13
satuan	pemasak	0.26
satuan	pembobol	0.18
satuan	penggemblengan	0.27
satuan	penghasut	0.14
satuan	penderma	0.13
satuan	pemaksa	0.2
satuan	peragu	0.09
satuan	pengekor	0.11
satuan	perayu	0.06
satuan	pendebat	0.1
satuan	penyuara	0.17
satuan	pemimpinan	0.28
satuan	penghadang	0.23
satuan	pengasah	0.23
satuan	pengutang	0.2
satuan	pembisik	0.14
satuan	pengetuk	0.2
satuan	pemberang	0.15
satuan	peneguh	0.15
satuan	pewirausaha	0.17
satuan	pencuriga	0.09
satuan	pengalah	0.24
satuan	pengalasan	0.33
satuan	pengamuk	0.22
peringatan	pemain	0.2
peringatan	penduduk	0.19
peringatan	pengguna	0.24
peringatan	wisatawan	0.17
peringatan	penelitian	0.25
peringatan	pasangan	0.19
peringatan	penulis	0.22
peringatan	pemimpin	0.28
peringatan	peserta	0.27
peringatan	pengunjung	0.23
peringatan	penderita	0.25
peringatan	pembelajaran	0.28
peringatan	pelayanan	0.24
peringatan	kehilangan	0.32
peringatan	keturunan	0.22
peringatan	pemilik	0.22
peringatan	penyanyi	0.22
peringatan	karyawan	0.22
peringatan	pelanggan	0.17
peringatan	kelahiran	0.35
peringatan	perdagangan	0.24
peringatan	petani	0.15
peringatan	pekerja	0.26
peringatan	kepercayaan	0.32
peringatan	pemuda	0.28
peringatan	penumpang	0.21
peringatan	pimpinan	0.26
peringatan	pembaca	0.27
peringatan	kekurangan	0.19
peringatan	pejabat	0.28
peringatan	campuran	0.21
peringatan	pelaku	0.23
peringatan	peneliti	0.18
peringatan	pengusaha	0.2
peringatan	pendukung	0.27
peringatan	petunjuk	0.47
peringatan	pemenang	0.24
peringatan	petugas	0.28
peringatan	perbaikan	0.34
peringatan	pelatih	0.2
peringatan	pedagang	0.16
peringatan	pelajar	0.29
peringatan	pengurus	0.23
peringatan	jurusan	0.14
peringatan	ilmuwan	0.22
peringatan	pendiri	0.25
peringatan	angkatan	0.25
peringatan	sasaran	0.27
peringatan	pembuat	0.31
peringatan	penjual	0.2
peringatan	pengganti	0.3
peringatan	perwakilan	0.25
peringatan	lulusan	0.16
peringatan	pembeli	0.2
peringatan	penerima	0.35
peringatan	pergerakan	0.31
peringatan	pemegang	0.21
peringatan	penyedia	0.24
peringatan	penjaga	0.27
peringatan	pencari	0.24
peringatan	pembawa	0.3
peringatan	undangan	0.38
peringatan	cadangan	0.26
peringatan	pemeran	0.19
peringatan	bangsawan	0.13
peringatan	pembantu	0.2
peringatan	pengarang	0.22
peringatan	pengelola	0.26
peringatan	pejuang	0.28
peringatan	tahanan	0.21
peringatan	pengikut	0.15
peringatan	rombongan	0.2
peringatan	pengajar	0.22
peringatan	pendidik	0.23
peringatan	penghuni	0.18
peringatan	pengembang	0.28
peringatan	jajaran	0.23
peringatan	pembuka	0.29
peringatan	penari	0.13
peringatan	pemberi	0.4
peringatan	pelayan	0.19
peringatan	pendatang	0.2
peringatan	pembunuh	0.24
peringatan	penyelenggara	0.3
peringatan	turunan	0.23
peringatan	pelukis	0.14
peringatan	utusan	0.24
peringatan	pembiayaan	0.18
peringatan	pengacara	0.16
peringatan	perawat	0.17
peringatan	penganut	0.22
peringatan	pengamat	0.28
peringatan	penghubung	0.26
peringatan	pesaing	0.17
peringatan	pengawas	0.37
peringatan	penjahat	0.21
peringatan	pelaksana	0.23
peringatan	kebangsaan	0.3
peringatan	pembicara	0.3
peringatan	pengantar	0.28
peringatan	pendengar	0.28
peringatan	pendamping	0.19
peringatan	pewaris	0.21
peringatan	pengungsi	0.19
peringatan	pengendara	0.3
peringatan	pencuri	0.27
peringatan	pemburu	0.21
peringatan	pengawal	0.27
peringatan	penemu	0.21
peringatan	pengemudi	0.31
peringatan	penerjemah	0.16
peringatan	pemandu	0.27
peringatan	tawanan	0.16
peringatan	penegak	0.25
peringatan	penutur	0.16
peringatan	penyihir	0.17
peringatan	pelamar	0.15
peringatan	pemasok	0.17
peringatan	penanda	0.46
peringatan	pemikir	0.26
peringatan	saingan	0.22
peringatan	pembimbing	0.19
peringatan	petinggi	0.27
peringatan	pelaut	0.25
peringatan	pengrajin	0.09
peringatan	langganan	0.24
peringatan	pencinta	0.21
peringatan	kenalan	0.2
peringatan	penyidik	0.2
peringatan	pelacur	0.12
peringatan	pengirim	0.32
peringatan	perusak	0.23
peringatan	pendiam	0.13
peringatan	pemeluk	0.21
peringatan	penikmat	0.18
peringatan	pemangku	0.16
peringatan	perampok	0.15
peringatan	pelarian	0.18
peringatan	pengidap	0.14
peringatan	penunjuk	0.32
peringatan	pemuka	0.23
peringatan	pengemis	0.18
peringatan	pemusik	0.17
peringatan	sukarelawan	0.2
peringatan	penerbang	0.28
peringatan	pejalan	0.29
peringatan	petinju	0.16
peringatan	penyandang	0.16
peringatan	penanggung	0.23
peringatan	penolong	0.22
peringatan	jagoan	0.17
peringatan	penembak	0.21
peringatan	penipu	0.17
peringatan	penyelamat	0.31
peringatan	pendaftar	0.18
peringatan	pelari	0.25
peringatan	pengiring	0.26
peringatan	penata	0.18
peringatan	pengambil	0.29
peringatan	penuntut	0.22
peringatan	pembina	0.29
peringatan	tanggungan	0.23
peringatan	pencetus	0.29
peringatan	pemangsa	0.27
peringatan	penyebar	0.22
peringatan	pemesan	0.15
peringatan	dermawan	0.13
peringatan	pemeriksa	0.22
peringatan	negarawan	0.19
peringatan	pengukur	0.3
peringatan	penambang	0.17
peringatan	pembajak	0.18
peringatan	budayawan	0.2
peringatan	perekam	0.28
peringatan	penyayang	0.17
peringatan	pemukul	0.18
peringatan	perencana	0.26
peringatan	pengumpul	0.18
peringatan	wirausahawan	0.15
peringatan	penangkap	0.22
peringatan	penyelam	0.22
peringatan	pemasar	0.15
peringatan	pemalas	0.09
peringatan	penarik	0.23
peringatan	pengembara	0.17
peringatan	gerilyawan	0.15
peringatan	penggagas	0.27
peringatan	penyembah	0.24
peringatan	penilai	0.27
peringatan	penguji	0.22
peringatan	pengunjuk	0.23
peringatan	penyembuh	0.19
peringatan	rohaniwan	0.13
peringatan	pemanah	0.15
peringatan	penyelidik	0.26
peringatan	penampil	0.26
peringatan	peranakan	0.09
peringatan	suruhan	0.21
peringatan	usahawan	0.19
peringatan	pelapor	0.21
peringatan	pemahat	0.2
peringatan	penunggu	0.22
peringatan	penurut	0.12
peringatan	pengusul	0.21
peringatan	pemimpi	0.22
peringatan	penyusup	0.28
peringatan	pemungut	0.2
peringatan	penceramah	0.29
peringatan	penggarap	0.11
peringatan	pelupa	0.24
peringatan	perupa	0.14
peringatan	penyendiri	0.11
peringatan	pemateri	0.25
peringatan	penggali	0.26
peringatan	penukar	0.15
peringatan	penyabar	0.14
peringatan	pelempar	0.22
peringatan	pemborong	0.17
peringatan	pendemo	0.28
peringatan	pencerita	0.22
peringatan	penyelundup	0.11
peringatan	penganggur	0.18
peringatan	penggiling	0.12
peringatan	pengulas	0.22
peringatan	penagih	0.16
peringatan	hartawan	0.1
peringatan	perumus	0.24
peringatan	peniup	0.23
peringatan	penggalang	0.31
peringatan	pembenci	0.21
peringatan	pengkaji	0.28
peringatan	pembebas	0.23
peringatan	pemetik	0.13
peringatan	penjilat	0.09
peringatan	pencabut	0.26
peringatan	peramah	0.09
peringatan	pengukir	0.22
peringatan	pengejar	0.22
peringatan	pemerah	0.16
peringatan	wiraswastawan	0.13
peringatan	pemulia	0.04
peringatan	penendang	0.22
peringatan	penyimak	0.23
peringatan	pelestari	0.25
peringatan	penjemput	0.27
peringatan	pembaru	0.22
peringatan	penghayat	0.22
peringatan	pengadu	0.21
peringatan	pemasak	0.15
peringatan	pembobol	0.17
peringatan	penggemblengan	0.23
peringatan	penghasut	0.25
peringatan	penderma	0.24
peringatan	pemaksa	0.24
peringatan	peragu	0.18
peringatan	pengekor	0.21
peringatan	perayu	0.19
peringatan	pendebat	0.21
peringatan	penyuara	0.23
peringatan	pemimpinan	0.18
peringatan	penghadang	0.29
peringatan	pengasah	0.3
peringatan	pengutang	0.24
peringatan	pembisik	0.28
peringatan	pengetuk	0.26
peringatan	pemberang	0.24
peringatan	peneguh	0.33
peringatan	pewirausaha	0.13
peringatan	pencuriga	0.3
peringatan	pengalah	0.31
peringatan	pengalasan	0.33
peringatan	pengamuk	0.28
kenyataan	pemain	0.23
kenyataan	penduduk	0.26
kenyataan	pengguna	0.25
kenyataan	wisatawan	0.16
kenyataan	penelitian	0.4
kenyataan	pasangan	0.31
kenyataan	penulis	0.34
kenyataan	pemimpin	0.3
kenyataan	peserta	0.24
kenyataan	pengunjung	0.18
kenyataan	penderita	0.28
kenyataan	pembelajaran	0.31
kenyataan	pelayanan	0.25
kenyataan	kehilangan	0.35
kenyataan	keturunan	0.26
kenyataan	pemilik	0.21
kenyataan	penyanyi	0.22
kenyataan	karyawan	0.19
kenyataan	pelanggan	0.27
kenyataan	kelahiran	0.3
kenyataan	perdagangan	0.23
kenyataan	petani	0.23
kenyataan	pekerja	0.24
kenyataan	kepercayaan	0.38
kenyataan	pemuda	0.26
kenyataan	penumpang	0.19
kenyataan	pimpinan	0.25
kenyataan	pembaca	0.3
kenyataan	kekurangan	0.38
kenyataan	pejabat	0.22
kenyataan	campuran	0.3
kenyataan	pelaku	0.26
kenyataan	peneliti	0.29
kenyataan	pengusaha	0.26
kenyataan	pendukung	0.28
kenyataan	petunjuk	0.36
kenyataan	pemenang	0.27
kenyataan	petugas	0.21
kenyataan	perbaikan	0.28
kenyataan	pelatih	0.24
kenyataan	pedagang	0.16
kenyataan	pelajar	0.23
kenyataan	pengurus	0.18
kenyataan	jurusan	0.24
kenyataan	ilmuwan	0.31
kenyataan	pendiri	0.22
kenyataan	angkatan	0.25
kenyataan	sasaran	0.32
kenyataan	pembuat	0.27
kenyataan	penjual	0.24
kenyataan	pengganti	0.19
kenyataan	perwakilan	0.18
kenyataan	lulusan	0.29
kenyataan	pembeli	0.27
kenyataan	penerima	0.27
kenyataan	pergerakan	0.26
kenyataan	pemegang	0.19
kenyataan	penyedia	0.24
kenyataan	penjaga	0.17
kenyataan	pencari	0.24
kenyataan	pembawa	0.22
kenyataan	undangan	0.29
kenyataan	cadangan	0.21
kenyataan	pemeran	0.21
kenyataan	bangsawan	0.18
kenyataan	pembantu	0.18
kenyataan	pengarang	0.27
kenyataan	pengelola	0.2
kenyataan	pejuang	0.27
kenyataan	tahanan	0.17
kenyataan	pengikut	0.24
kenyataan	rombongan	0.19
kenyataan	pengajar	0.22
kenyataan	pendidik	0.24
kenyataan	penghuni	0.22
kenyataan	pengembang	0.22
kenyataan	jajaran	0.18
kenyataan	pembuka	0.18
kenyataan	penari	0.18
kenyataan	pemberi	0.24
kenyataan	pelayan	0.22
kenyataan	pendatang	0.24
kenyataan	pembunuh	0.25
kenyataan	penyelenggara	0.23
kenyataan	turunan	0.17
kenyataan	pelukis	0.2
kenyataan	utusan	0.19
kenyataan	pembiayaan	0.29
kenyataan	pengacara	0.24
kenyataan	perawat	0.23
kenyataan	penganut	0.28
kenyataan	pengamat	0.26
kenyataan	penghubung	0.18
kenyataan	pesaing	0.27
kenyataan	pengawas	0.19
kenyataan	penjahat	0.27
kenyataan	pelaksana	0.29
kenyataan	kebangsaan	0.28
kenyataan	pembicara	0.19
kenyataan	pengantar	0.22
kenyataan	pendengar	0.26
kenyataan	pendamping	0.2
kenyataan	pewaris	0.21
kenyataan	pengungsi	0.22
kenyataan	pengendara	0.18
kenyataan	pencuri	0.18
kenyataan	pemburu	0.18
kenyataan	pengawal	0.2
kenyataan	penemu	0.24
kenyataan	pengemudi	0.18
kenyataan	penerjemah	0.19
kenyataan	pemandu	0.14
kenyataan	tawanan	0.2
kenyataan	penegak	0.22
kenyataan	penutur	0.25
kenyataan	penyihir	0.19
kenyataan	pelamar	0.27
kenyataan	pemasok	0.23
kenyataan	penanda	0.23
kenyataan	pemikir	0.3
kenyataan	saingan	0.34
kenyataan	pembimbing	0.19
kenyataan	petinggi	0.23
kenyataan	pelaut	0.16
kenyataan	pengrajin	0.14
kenyataan	langganan	0.22
kenyataan	pencinta	0.18
kenyataan	kenalan	0.2
kenyataan	penyidik	0.16
kenyataan	pelacur	0.23
kenyataan	pengirim	0.21
kenyataan	perusak	0.15
kenyataan	pendiam	0.17
kenyataan	pemeluk	0.25
kenyataan	penikmat	0.21
kenyataan	pemangku	0.17
kenyataan	perampok	0.19
kenyataan	pelarian	0.29
kenyataan	pengidap	0.23
kenyataan	penunjuk	0.19
kenyataan	pemuka	0.21
kenyataan	pengemis	0.24
kenyataan	pemusik	0.17
kenyataan	sukarelawan	0.17
kenyataan	penerbang	0.23
kenyataan	pejalan	0.16
kenyataan	petinju	0.24
kenyataan	penyandang	0.21
kenyataan	penanggung	0.24
kenyataan	penolong	0.2
kenyataan	jagoan	0.19
kenyataan	penembak	0.13
kenyataan	penipu	0.22
kenyataan	penyelamat	0.22
kenyataan	pendaftar	0.23
kenyataan	pelari	0.22
kenyataan	pengiring	0.18
kenyataan	penata	0.15
kenyataan	pengambil	0.25
kenyataan	penuntut	0.17
kenyataan	pembina	0.17
kenyataan	tanggungan	0.25
kenyataan	pencetus	0.24
kenyataan	pemangsa	0.23
kenyataan	penyebar	0.11
kenyataan	pemesan	0.22
kenyataan	dermawan	0.16
kenyataan	pemeriksa	0.19
kenyataan	negarawan	0.17
kenyataan	pengukur	0.18
kenyataan	penambang	0.14
kenyataan	pembajak	0.15
kenyataan	budayawan	0.14
kenyataan	perekam	0.21
kenyataan	penyayang	0.2
kenyataan	pemukul	0.13
kenyataan	perencana	0.27
kenyataan	pengumpul	0.14
kenyataan	wirausahawan	0.23
kenyataan	penangkap	0.2
kenyataan	penyelam	0.16
kenyataan	pemasar	0.27
kenyataan	pemalas	0.19
kenyataan	penarik	0.19
kenyataan	pengembara	0.2
kenyataan	gerilyawan	0.15
kenyataan	penggagas	0.2
kenyataan	penyembah	0.22
kenyataan	penilai	0.21
kenyataan	penguji	0.16
kenyataan	pengunjuk	0.14
kenyataan	penyembuh	0.17
kenyataan	rohaniwan	0.17
kenyataan	pemanah	0.14
kenyataan	penyelidik	0.25
kenyataan	penampil	0.18
kenyataan	peranakan	0.12
kenyataan	suruhan	0.21
kenyataan	usahawan	0.26
kenyataan	pelapor	0.14
kenyataan	pemahat	0.15
kenyataan	penunggu	0.14
kenyataan	penurut	0.25
kenyataan	pengusul	0.19
kenyataan	pemimpi	0.36
kenyataan	penyusup	0.16
kenyataan	pemungut	0.13
kenyataan	penceramah	0.15
kenyataan	penggarap	0.17
kenyataan	pelupa	0.2
kenyataan	perupa	0.19
kenyataan	penyendiri	0.2
kenyataan	pemateri	0.17
kenyataan	penggali	0.24
kenyataan	penukar	0.16
kenyataan	penyabar	0.22
kenyataan	pelempar	0.16
kenyataan	pemborong	0.16
kenyataan	pendemo	0.15
kenyataan	pencerita	0.24
kenyataan	penyelundup	0.15
kenyataan	penganggur	0.31
kenyataan	penggiling	0.11
kenyataan	pengulas	0.21
kenyataan	penagih	0.21
kenyataan	hartawan	0.23
kenyataan	perumus	0.21
kenyataan	peniup	0.1
kenyataan	penggalang	0.18
kenyataan	pembenci	0.27
kenyataan	pengkaji	0.28
kenyataan	pembebas	0.23
kenyataan	pemetik	0.15
kenyataan	penjilat	0.17
kenyataan	pencabut	0.14
kenyataan	peramah	0.13
kenyataan	pengukir	0.18
kenyataan	pengejar	0.31
kenyataan	pemerah	0.09
kenyataan	wiraswastawan	0.2
kenyataan	pemulia	0.08
kenyataan	penendang	0.21
kenyataan	penyimak	0.24
kenyataan	pelestari	0.13
kenyataan	penjemput	0.21
kenyataan	pembaru	0.18
kenyataan	penghayat	0.26
kenyataan	pengadu	0.19
kenyataan	pemasak	0.16
kenyataan	pembobol	0.07
kenyataan	penggemblengan	0.22
kenyataan	penghasut	0.24
kenyataan	penderma	0.18
kenyataan	pemaksa	0.29
kenyataan	peragu	0.3
kenyataan	pengekor	0.23
kenyataan	perayu	0.22
kenyataan	pendebat	0.21
kenyataan	penyuara	0.23
kenyataan	pemimpinan	0.3
kenyataan	penghadang	0.25
kenyataan	pengasah	0.25
kenyataan	pengutang	0.27
kenyataan	pembisik	0.27
kenyataan	pengetuk	0.15
kenyataan	pemberang	0.31
kenyataan	peneguh	0.34
kenyataan	pewirausaha	0.27
kenyataan	pencuriga	0.35
kenyataan	pengalah	0.4
kenyataan	pengalasan	0.33
kenyataan	pengamuk	0.29
kecelakaan	pemain	0.24
kecelakaan	penduduk	0.25
kecelakaan	pengguna	0.22
kecelakaan	wisatawan	0.17
kecelakaan	penelitian	0.31
kecelakaan	pasangan	0.2
kecelakaan	penulis	0.19
kecelakaan	pemimpin	0.2
kecelakaan	peserta	0.26
kecelakaan	pengunjung	0.18
kecelakaan	penderita	0.28
kecelakaan	pembelajaran	0.25
kecelakaan	pelayanan	0.29
kecelakaan	kehilangan	0.39
kecelakaan	keturunan	0.19
kecelakaan	pemilik	0.26
kecelakaan	penyanyi	0.23
kecelakaan	karyawan	0.3
kecelakaan	pelanggan	0.2
kecelakaan	kelahiran	0.33
kecelakaan	perdagangan	0.28
kecelakaan	petani	0.13
kecelakaan	pekerja	0.37
kecelakaan	kepercayaan	0.22
kecelakaan	pemuda	0.24
kecelakaan	penumpang	0.43
kecelakaan	pimpinan	0.19
kecelakaan	pembaca	0.15
kecelakaan	kekurangan	0.28
kecelakaan	pejabat	0.22
kecelakaan	campuran	0.22
kecelakaan	pelaku	0.31
kecelakaan	peneliti	0.21
kecelakaan	pengusaha	0.28
kecelakaan	pendukung	0.21
kecelakaan	petunjuk	0.2
kecelakaan	pemenang	0.24
kecelakaan	petugas	0.32
kecelakaan	perbaikan	0.36
kecelakaan	pelatih	0.21
kecelakaan	pedagang	0.14
kecelakaan	pelajar	0.2
kecelakaan	pengurus	0.18
kecelakaan	jurusan	0.27
kecelakaan	ilmuwan	0.18
kecelakaan	pendiri	0.15
kecelakaan	angkatan	0.26
kecelakaan	sasaran	0.21
kecelakaan	pembuat	0.21
kecelakaan	penjual	0.21
kecelakaan	pengganti	0.21
kecelakaan	perwakilan	0.1
kecelakaan	lulusan	0.22
kecelakaan	pembeli	0.18
kecelakaan	penerima	0.19
kecelakaan	pergerakan	0.24
kecelakaan	pemegang	0.19
kecelakaan	penyedia	0.22
kecelakaan	penjaga	0.19
kecelakaan	pencari	0.25
kecelakaan	pembawa	0.22
kecelakaan	undangan	0.21
kecelakaan	cadangan	0.19
kecelakaan	pemeran	0.2
kecelakaan	bangsawan	0.09
kecelakaan	pembantu	0.22
kecelakaan	pengarang	0.2
kecelakaan	pengelola	0.25
kecelakaan	pejuang	0.19
kecelakaan	tahanan	0.2
kecelakaan	pengikut	0.13
kecelakaan	rombongan	0.28
kecelakaan	pengajar	0.15
kecelakaan	pendidik	0.17
kecelakaan	penghuni	0.21
kecelakaan	pengembang	0.15
kecelakaan	jajaran	0.18
kecelakaan	pembuka	0.18
kecelakaan	penari	0.15
kecelakaan	pemberi	0.2
kecelakaan	pelayan	0.19
kecelakaan	pendatang	0.16
kecelakaan	pembunuh	0.24
kecelakaan	penyelenggara	0.31
kecelakaan	turunan	0.23
kecelakaan	pelukis	0.11
kecelakaan	utusan	0.12
kecelakaan	pembiayaan	0.34
kecelakaan	pengacara	0.19
kecelakaan	perawat	0.28
kecelakaan	penganut	0.15
kecelakaan	pengamat	0.2
kecelakaan	penghubung	0.25
kecelakaan	pesaing	0.14
kecelakaan	pengawas	0.3
kecelakaan	penjahat	0.23
kecelakaan	pelaksana	0.26
kecelakaan	kebangsaan	0.21
kecelakaan	pembicara	0.14
kecelakaan	pengantar	0.2
kecelakaan	pendengar	0.07
kecelakaan	pendamping	0.22
kecelakaan	pewaris	0.2
kecelakaan	pengungsi	0.26
kecelakaan	pengendara	0.46
kecelakaan	pencuri	0.25
kecelakaan	pemburu	0.21
kecelakaan	pengawal	0.23
kecelakaan	penemu	0.24
kecelakaan	pengemudi	0.44
kecelakaan	penerjemah	0.07
kecelakaan	pemandu	0.27
kecelakaan	tawanan	0.16
kecelakaan	penegak	0.19
kecelakaan	penutur	0.15
kecelakaan	penyihir	0.2
kecelakaan	pelamar	0.22
kecelakaan	pemasok	0.19
kecelakaan	penanda	0.16
kecelakaan	pemikir	0.12
kecelakaan	saingan	0.2
kecelakaan	pembimbing	0.16
kecelakaan	petinggi	0.18
kecelakaan	pelaut	0.27
kecelakaan	pengrajin	0.13
kecelakaan	langganan	0.16
kecelakaan	pencinta	0.16
kecelakaan	kenalan	0.23
kecelakaan	penyidik	0.3
kecelakaan	pelacur	0.16
kecelakaan	pengirim	0.12
kecelakaan	perusak	0.21
kecelakaan	pendiam	0.26
kecelakaan	pemeluk	0.14
kecelakaan	penikmat	0.14
kecelakaan	pemangku	0.15
kecelakaan	perampok	0.25
kecelakaan	pelarian	0.29
kecelakaan	pengidap	0.23
kecelakaan	penunjuk	0.16
kecelakaan	pemuka	0.1
kecelakaan	pengemis	0.24
kecelakaan	pemusik	0.18
kecelakaan	sukarelawan	0.23
kecelakaan	penerbang	0.33
kecelakaan	pejalan	0.35
kecelakaan	petinju	0.27
kecelakaan	penyandang	0.25
kecelakaan	penanggung	0.29
kecelakaan	penolong	0.26
kecelakaan	jagoan	0.17
kecelakaan	penembak	0.24
kecelakaan	penipu	0.2
kecelakaan	penyelamat	0.35
kecelakaan	pendaftar	0.18
kecelakaan	pelari	0.21
kecelakaan	pengiring	0.2
kecelakaan	penata	0.2
kecelakaan	pengambil	0.15
kecelakaan	penuntut	0.15
kecelakaan	pembina	0.15
kecelakaan	tanggungan	0.3
kecelakaan	pencetus	0.26
kecelakaan	pemangsa	0.15
kecelakaan	penyebar	0.12
kecelakaan	pemesan	0.17
kecelakaan	dermawan	0.18
kecelakaan	pemeriksa	0.21
kecelakaan	negarawan	0.05
kecelakaan	pengukur	0.2
kecelakaan	penambang	0.21
kecelakaan	pembajak	0.24
kecelakaan	budayawan	0.08
kecelakaan	perekam	0.3
kecelakaan	penyayang	0.18
kecelakaan	pemukul	0.12
kecelakaan	perencana	0.25
kecelakaan	pengumpul	0.09
kecelakaan	wirausahawan	0.16
kecelakaan	penangkap	0.12
kecelakaan	penyelam	0.24
kecelakaan	pemasar	0.14
kecelakaan	pemalas	0.18
kecelakaan	penarik	0.18
kecelakaan	pengembara	0.22
kecelakaan	gerilyawan	0.18
kecelakaan	penggagas	0.12
kecelakaan	penyembah	0.12
kecelakaan	penilai	0.15
kecelakaan	penguji	0.18
kecelakaan	pengunjuk	0.13
kecelakaan	penyembuh	0.2
kecelakaan	rohaniwan	0.14
kecelakaan	pemanah	0.12
kecelakaan	penyelidik	0.34
kecelakaan	penampil	0.15
kecelakaan	peranakan	0.1
kecelakaan	suruhan	0.11
kecelakaan	usahawan	0.2
kecelakaan	pelapor	0.22
kecelakaan	pemahat	0.19
kecelakaan	penunggu	0.17
kecelakaan	penurut	0.14
kecelakaan	pengusul	0.09
kecelakaan	pemimpi	0.16
kecelakaan	penyusup	0.18
kecelakaan	pemungut	0.13
kecelakaan	penceramah	0.15
kecelakaan	penggarap	0.14
kecelakaan	pelupa	0.27
kecelakaan	perupa	0.11
kecelakaan	penyendiri	0.22
kecelakaan	pemateri	0.11
kecelakaan	penggali	0.17
kecelakaan	penukar	0.08
kecelakaan	penyabar	0.21
kecelakaan	pelempar	0.12
kecelakaan	pemborong	0.22
kecelakaan	pendemo	0.12
kecelakaan	pencerita	0.16
kecelakaan	penyelundup	0.12
kecelakaan	penganggur	0.25
kecelakaan	penggiling	0.18
kecelakaan	pengulas	0.11
kecelakaan	penagih	0.15
kecelakaan	hartawan	0.26
kecelakaan	perumus	0.1
kecelakaan	peniup	0.14
kecelakaan	penggalang	0.16
kecelakaan	pembenci	0.12
kecelakaan	pengkaji	0.16
kecelakaan	pembebas	0.06
kecelakaan	pemetik	0.17
kecelakaan	penjilat	0.03
kecelakaan	pencabut	0.25
kecelakaan	peramah	0.13
kecelakaan	pengukir	0.1
kecelakaan	pengejar	0.22
kecelakaan	pemerah	0.22
kecelakaan	wiraswastawan	0.12
kecelakaan	pemulia	0.06
kecelakaan	penendang	0.18
kecelakaan	penyimak	0.14
kecelakaan	pelestari	0.24
kecelakaan	penjemput	0.28
kecelakaan	pembaru	0.12
kecelakaan	penghayat	0.13
kecelakaan	pengadu	0.15
kecelakaan	pemasak	0.15
kecelakaan	pembobol	0.2
kecelakaan	penggemblengan	0.22
