noun_w_buah	noun_w_orang	cossim
kantong	bubur	0.28
kantong	intelijen	0.17
kantong	praktisi	0.11
kantong	walikota	0.2
kantong	finalis	0.16
kantong	panglima	0.14
kantong	imigran	0.19
kantong	resepsionis	0.13
kantong	delegasi	0.17
kantong	spektrum	0.2
kantong	keponakan	0.21
kantong	teknisi	0.16
kantong	jago	0.11
kantong	kiper	0.23
kantong	propaganda	0.11
kantong	analis	0.16
kantong	striker	0.22
kantong	ekonom	0.16
kantong	tuna	0.23
kantong	supir	0.19
kantong	ksatria	0.12
kantong	dalang	0.11
kantong	wirausaha	0.21
kantong	majikan	0.09
kantong	administrator	0.09
kantong	pucuk	0.29
kantong	kapitalis	0.2
kantong	agensi	0.13
kantong	mukmin	0.2
kantong	detektif	0.13
kantong	jaksa	0.14
kantong	kolektor	0.22
kantong	macan	0.24
kantong	preman	0.19
kantong	direksi	0.16
kantong	fasilitator	0.13
kantong	kristen	0.15
kantong	bibi	0.16
kantong	pramuka	0.18
kantong	botani	0.19
kantong	jemaah	0.19
kantong	debitur	0.19
kantong	diktator	0.14
kantong	abdi	0.15
kantong	lurah	0.21
kantong	milisi	0.18
kantong	demonstran	0.22
kantong	sandera	0.25
kantong	astronot	0.25
kantong	serdadu	0.22
kantong	bendahara	0.25
kantong	kuli	0.21
kantong	kreditur	0.14
kantong	biang	0.18
kantong	separatis	0.16
kantong	mumi	0.17
kantong	informan	0.16
kantong	humas	0.1
kantong	cleaning	0.09
kantong	duda	0.09
kantong	eksportir	0.19
kantong	wiraswasta	0.12
kantong	nona	0.15
kantong	deputi	0.07
kantong	firaun	0.04
kantong	marinir	0.17
kantong	inspektur	0.13
kantong	pialang	0.12
kantong	miliarder	0.2
kantong	satria	0.11
kantong	panelis	0.12
kantong	habib	0.03
kantong	penterjemah	0.04
kantong	wapres	0.09
kantong	marxis	0.14
kantong	madam	0.12
warung	dalam	0.25
warung	tahun	0.19
warung	orang	0.31
warung	saat	0.29
warung	anak	0.29
warung	tempat	0.42
warung	diri	0.22
warung	manusia	0.2
warung	hasil	0.21
warung	masyarakat	0.39
warung	kelas	0.31
warung	hidup	0.24
warung	wanita	0.23
warung	anggota	0.25
warung	keluarga	0.32
warung	data	0.19
warung	ibu	0.28
warung	kelompok	0.27
warung	jam	0.25
warung	tim	0.21
warung	kulit	0.18
warung	bisnis	0.4
warung	siswa	0.21
warung	pihak	0.23
warung	pria	0.23
warung	media	0.28
warung	guru	0.23
warung	perempuan	0.24
warung	kepala	0.22
warung	bumi	0.2
warung	politik	0.25
warung	teman	0.34
warung	bangsa	0.17
warung	batu	0.29
warung	warga	0.36
warung	perangkat	0.28
warung	model	0.21
warung	bayi	0.18
warung	mahasiswa	0.28
warung	dokter	0.3
warung	internet	0.39
warung	raja	0.23
warung	rakyat	0.27
warung	ahli	0.21
warung	tokoh	0.26
warung	pasukan	0.25
warung	tenaga	0.2
warung	kaum	0.24
warung	istri	0.27
warung	militer	0.22
warung	karakter	0.15
warung	gadis	0.3
warung	suami	0.24
warung	calon	0.21
warung	ayah	0.23
warung	tamu	0.25
warung	individu	0.17
warung	remaja	0.23
warung	umat	0.22
warung	mantan	0.17
warung	matahari	0.15
warung	tipe	0.19
warung	burung	0.23
warung	korban	0.25
warung	konsumen	0.31
warung	putra	0.18
warung	saudara	0.26
warung	manajemen	0.26
warung	agen	0.27
warung	tentara	0.24
warung	objek	0.31
warung	generasi	0.18
warung	putri	0.17
warung	umur	0.17
warung	presiden	0.19
warung	pajak	0.26
warung	makhluk	0.22
warung	ujung	0.31
warung	pasien	0.24
warung	kelapa	0.31
warung	polisi	0.31
warung	luka	0.24
warung	suhu	0.18
warung	sahabat	0.22
warung	staf	0.19
warung	radio	0.3
warung	kampung	0.4
warung	aktor	0.15
warung	ulama	0.18
warung	artis	0.24
warung	kontak	0.21
warung	lelaki	0.28
warung	murid	0.21
warung	ketua	0.27
warung	wakil	0.18
warung	pegawai	0.28
warung	musuh	0.12
warung	adik	0.22
warung	dewa	0.17
warung	biji	0.24
warung	kakak	0.22
warung	produsen	0.24
warung	menteri	0.17
warung	profesi	0.26
warung	mitra	0.21
warung	raksasa	0.2
warung	manajer	0.26
warung	dosen	0.22
warung	sutradara	0.14
warung	buruh	0.27
warung	nenek	0.24
warung	induk	0.27
warung	rekan	0.27
warung	tetangga	0.36
warung	kuasa	0.13
warung	bandar	0.28
warung	terapi	0.19
warung	malaikat	0.16
warung	gubernur	0.15
warung	prajurit	0.19
warung	tukang	0.41
warung	operator	0.27
warung	pakar	0.18
warung	wartawan	0.27
warung	pacar	0.22
warung	produser	0.17
warung	senior	0.21
warung	wali	0.2
warung	saksi	0.24
warung	kawan	0.31
warung	hamba	0.19
warung	obyek	0.29
warung	seniman	0.25
warung	dewan	0.28
warung	hakim	0.18
warung	kaisar	0.13
warung	famili	0.16
warung	pahlawan	0.18
warung	investor	0.25
warung	perwira	0.16
warung	legenda	0.19
warung	eksekutif	0.15
warung	budak	0.2
warung	mama	0.18
warung	kerangka	0.17
warung	cucu	0.2
warung	tambang	0.21
warung	nelayan	0.36
warung	hantu	0.19
warung	atlet	0.16
warung	isteri	0.21
warung	pendeta	0.23
warung	direktur	0.19
warung	politikus	0.19
warung	formasi	0.12
warung	panitia	0.28
warung	aktivis	0.26
warung	jenderal	0.17
warung	pilot	0.14
warung	kandidat	0.17
warung	mayat	0.24
warung	subjek	0.19
warung	wasit	0.16
warung	balita	0.2
warung	pangeran	0.12
warung	asisten	0.18
warung	responden	0.14
warung	juru	0.24
warung	awak	0.16
warung	distributor	0.28
warung	kakek	0.29
warung	profesor	0.14
warung	komandan	0.21
warung	kerabat	0.26
warung	komunis	0.21
warung	teroris	0.16
warung	arsitek	0.2
warung	politisi	0.21
warung	ratu	0.15
warung	desainer	0.16
warung	kapten	0.13
warung	sekutu	0.18
warung	alumni	0.19
warung	sponsor	0.16
warung	atasan	0.16
warung	vokalis	0.19
warung	santri	0.27
warung	sekretaris	0.18
warung	jurnalis	0.2
warung	kritikus	0.13
warung	oknum	0.22
warung	konsultan	0.26
warung	turis	0.25
warung	bidan	0.28
warung	rasul	0.12
warung	iblis	0.12
warung	demonstrasi	0.22
warung	janda	0.25
warung	elit	0.28
warung	kader	0.25
warung	waris	0.14
warung	insinyur	0.16
warung	dukun	0.23
warung	audit	0.14
warung	duta	0.18
warung	doktor	0.13
warung	bubur	0.37
warung	intelijen	0.14
warung	praktisi	0.21
warung	walikota	0.25
warung	finalis	0.14
warung	panglima	0.16
warung	imigran	0.16
warung	resepsionis	0.22
warung	delegasi	0.15
warung	spektrum	0.15
warung	keponakan	0.2
warung	teknisi	0.17
warung	jago	0.23
warung	kiper	0.18
warung	propaganda	0.1
warung	analis	0.14
warung	striker	0.22
warung	ekonom	0.16
warung	tuna	0.21
warung	supir	0.3
warung	ksatria	0.15
warung	dalang	0.16
warung	wirausaha	0.33
warung	majikan	0.18
warung	administrator	0.22
warung	pucuk	0.18
warung	kapitalis	0.18
warung	agensi	0.16
warung	mukmin	0.14
warung	detektif	0.19
warung	jaksa	0.15
warung	kolektor	0.2
warung	macan	0.14
warung	preman	0.3
warung	direksi	0.19
warung	fasilitator	0.21
warung	kristen	0.16
warung	bibi	0.17
warung	pramuka	0.2
warung	botani	0.1
warung	jemaah	0.21
warung	debitur	0.17
warung	diktator	0.12
warung	abdi	0.19
warung	lurah	0.26
warung	milisi	0.25
warung	demonstran	0.21
warung	sandera	0.1
warung	astronot	0.07
warung	serdadu	0.25
warung	bendahara	0.22
warung	kuli	0.27
warung	kreditur	0.13
warung	biang	0.16
warung	separatis	0.11
warung	mumi	0.03
warung	informan	0.17
warung	humas	0.22
warung	cleaning	0.23
warung	duda	0.2
warung	eksportir	0.17
warung	wiraswasta	0.24
warung	nona	0.17
warung	deputi	0.16
warung	firaun	0.05
warung	marinir	0.17
warung	inspektur	0.17
warung	pialang	0.22
warung	miliarder	0.16
warung	satria	0.15
warung	panelis	0.15
warung	habib	0.15
warung	penterjemah	0.17
warung	wapres	0.16
warung	marxis	0.18
warung	madam	0.18
subjek	dalam	0.41
subjek	tahun	0.15
subjek	orang	0.4
subjek	saat	0.3
subjek	diri	0.35
subjek	manusia	0.39
subjek	hidup	0.31
subjek	wanita	0.31
subjek	anggota	0.32
subjek	kulit	0.25
subjek	siswa	0.4
subjek	pihak	0.31
subjek	pria	0.27
subjek	guru	0.36
subjek	perempuan	0.35
subjek	bumi	0.18
subjek	teman	0.29
subjek	warga	0.3
subjek	bayi	0.24
subjek	mahasiswa	0.36
subjek	dokter	0.23
subjek	internet	0.24
subjek	raja	0.25
subjek	rakyat	0.28
subjek	ahli	0.34
subjek	tokoh	0.36
subjek	tenaga	0.27
subjek	kaum	0.24
subjek	istri	0.23
subjek	militer	0.23
subjek	gadis	0.28
subjek	suami	0.24
subjek	calon	0.26
subjek	ayah	0.22
subjek	tamu	0.22
subjek	remaja	0.22
subjek	umat	0.25
subjek	mantan	0.24
subjek	matahari	0.2
subjek	burung	0.22
subjek	korban	0.32
subjek	konsumen	0.3
subjek	putra	0.15
subjek	saudara	0.25
subjek	putri	0.17
subjek	umur	0.22
subjek	presiden	0.21
subjek	pajak	0.36
subjek	makhluk	0.33
subjek	ujung	0.19
subjek	pasien	0.34
subjek	polisi	0.27
subjek	suhu	0.17
subjek	sahabat	0.21
subjek	staf	0.19
subjek	aktor	0.28
subjek	ulama	0.22
subjek	artis	0.27
subjek	kontak	0.34
subjek	lelaki	0.29
subjek	murid	0.33
subjek	ketua	0.26
subjek	wakil	0.3
subjek	pegawai	0.25
subjek	musuh	0.26
subjek	adik	0.2
subjek	dewa	0.22
subjek	kakak	0.2
subjek	produsen	0.26
subjek	menteri	0.29
subjek	mitra	0.3
subjek	raksasa	0.15
subjek	manajer	0.23
subjek	dosen	0.36
subjek	sutradara	0.2
subjek	buruh	0.22
subjek	nenek	0.12
subjek	induk	0.26
subjek	rekan	0.24
subjek	tetangga	0.17
subjek	kuasa	0.28
subjek	bandar	0.21
subjek	malaikat	0.17
subjek	gubernur	0.14
subjek	prajurit	0.21
subjek	tukang	0.16
subjek	operator	0.24
subjek	pakar	0.29
subjek	wartawan	0.28
subjek	pacar	0.28
subjek	produser	0.2
subjek	senior	0.2
subjek	wali	0.26
subjek	saksi	0.33
subjek	kawan	0.27
subjek	hamba	0.28
subjek	seniman	0.29
subjek	hakim	0.24
subjek	kaisar	0.25
subjek	famili	0.17
subjek	pahlawan	0.24
subjek	investor	0.29
subjek	perwira	0.21
subjek	eksekutif	0.24
subjek	budak	0.29
subjek	mama	0.09
subjek	cucu	0.17
subjek	nelayan	0.21
subjek	hantu	0.28
subjek	atlet	0.21
subjek	isteri	0.25
subjek	pendeta	0.18
subjek	direktur	0.25
subjek	politikus	0.23
subjek	formasi	0.18
subjek	panitia	0.21
subjek	aktivis	0.27
subjek	jenderal	0.1
subjek	pilot	0.21
subjek	kandidat	0.28
subjek	mayat	0.25
subjek	wasit	0.11
subjek	balita	0.17
subjek	pangeran	0.21
subjek	asisten	0.24
subjek	responden	0.33
subjek	juru	0.21
subjek	awak	0.19
subjek	distributor	0.11
subjek	kakek	0.16
subjek	profesor	0.27
subjek	komandan	0.19
subjek	kerabat	0.23
subjek	komunis	0.23
subjek	teroris	0.2
subjek	arsitek	0.2
subjek	politisi	0.22
subjek	ratu	0.24
subjek	desainer	0.2
subjek	kapten	0.12
subjek	sekutu	0.25
subjek	alumni	0.18
subjek	sponsor	0.24
subjek	atasan	0.25
subjek	vokalis	0.18
subjek	santri	0.21
subjek	sekretaris	0.15
subjek	jurnalis	0.28
subjek	kritikus	0.25
subjek	oknum	0.19
subjek	konsultan	0.26
subjek	turis	0.24
subjek	bidan	0.24
subjek	rasul	0.2
subjek	iblis	0.17
subjek	demonstrasi	0.24
subjek	janda	0.19
subjek	elit	0.22
subjek	kader	0.17
subjek	waris	0.28
subjek	insinyur	0.16
subjek	dukun	0.19
subjek	audit	0.25
subjek	duta	0.21
subjek	doktor	0.25
subjek	bubur	0.13
subjek	intelijen	0.25
subjek	praktisi	0.32
subjek	walikota	0.17
subjek	finalis	0.21
subjek	panglima	0.15
subjek	imigran	0.17
subjek	resepsionis	0.09
subjek	delegasi	0.24
subjek	spektrum	0.3
subjek	keponakan	0.13
subjek	teknisi	0.12
subjek	jago	0.18
subjek	kiper	0.21
subjek	propaganda	0.25
subjek	analis	0.17
subjek	striker	0.23
subjek	ekonom	0.18
subjek	tuna	0.12
subjek	supir	0.15
subjek	ksatria	0.19
subjek	dalang	0.17
subjek	wirausaha	0.18
subjek	majikan	0.2
subjek	administrator	0.26
subjek	pucuk	0.15
subjek	kapitalis	0.19
subjek	agensi	0.25
subjek	mukmin	0.21
subjek	detektif	0.24
subjek	jaksa	0.22
subjek	kolektor	0.24
subjek	macan	0.12
subjek	preman	0.06
subjek	direksi	0.13
subjek	fasilitator	0.31
subjek	kristen	0.24
subjek	bibi	0.15
subjek	pramuka	0.11
subjek	botani	0.22
subjek	jemaah	0.22
subjek	debitur	0.23
subjek	diktator	0.24
subjek	abdi	0.19
subjek	lurah	0.15
subjek	milisi	0.18
subjek	demonstran	0.13
subjek	sandera	0.18
subjek	astronot	0.15
subjek	serdadu	0.17
subjek	bendahara	0.19
subjek	kuli	0.07
subjek	kreditur	0.22
subjek	biang	0.2
subjek	separatis	0.16
subjek	mumi	0.17
subjek	informan	0.34
subjek	humas	0.22
subjek	cleaning	0.09
subjek	duda	0.2
subjek	eksportir	0.2
subjek	wiraswasta	0.2
subjek	nona	0.08
subjek	deputi	0.2
subjek	firaun	0.16
subjek	marinir	0.09
subjek	inspektur	0.18
subjek	pialang	0.2
subjek	miliarder	0.17
subjek	satria	0.06
subjek	panelis	0.26
subjek	habib	0.1
subjek	penterjemah	0.23
subjek	wapres	0.09
subjek	marxis	0.2
subjek	madam	0.16
pagar	dalam	0.27
pagar	tahun	0.15
pagar	orang	0.24
pagar	saat	0.24
pagar	anak	0.24
pagar	tempat	0.33
pagar	diri	0.27
pagar	manusia	0.21
pagar	hasil	0.22
pagar	masyarakat	0.28
pagar	kelas	0.22
pagar	hidup	0.21
pagar	wanita	0.2
pagar	anggota	0.21
pagar	keluarga	0.24
pagar	data	0.15
pagar	ibu	0.21
pagar	kelompok	0.2
pagar	jam	0.21
pagar	tim	0.21
pagar	kulit	0.31
pagar	bisnis	0.2
pagar	siswa	0.17
pagar	pihak	0.15
pagar	pria	0.18
pagar	media	0.27
pagar	guru	0.21
pagar	perempuan	0.14
pagar	kepala	0.28
pagar	bumi	0.22
pagar	politik	0.24
pagar	teman	0.23
pagar	bangsa	0.2
pagar	batu	0.42
pagar	warga	0.31
pagar	perangkat	0.28
pagar	model	0.3
pagar	bayi	0.15
pagar	mahasiswa	0.17
pagar	dokter	0.11
pagar	internet	0.21
pagar	raja	0.18
pagar	rakyat	0.23
pagar	ahli	0.15
pagar	tokoh	0.19
pagar	pasukan	0.33
pagar	tenaga	0.25
pagar	kaum	0.1
pagar	istri	0.15
pagar	militer	0.24
pagar	karakter	0.26
pagar	gadis	0.24
pagar	suami	0.15
pagar	calon	0.19
pagar	ayah	0.15
pagar	tamu	0.25
pagar	individu	0.2
pagar	remaja	0.21
pagar	umat	0.17
pagar	mantan	0.13
pagar	matahari	0.28
pagar	tipe	0.22
pagar	burung	0.23
pagar	korban	0.16
pagar	konsumen	0.14
pagar	putra	0.12
pagar	saudara	0.1
pagar	manajemen	0.2
pagar	agen	0.2
pagar	tentara	0.23
pagar	objek	0.22
pagar	generasi	0.17
pagar	putri	0.2
pagar	umur	0.2
pagar	presiden	0.22
pagar	pajak	0.25
pagar	makhluk	0.2
pagar	ujung	0.32
pagar	pasien	0.14
pagar	kelapa	0.34
pagar	polisi	0.35
pagar	luka	0.25
pagar	suhu	0.19
pagar	sahabat	0.17
pagar	staf	0.13
pagar	radio	0.16
pagar	kampung	0.35
pagar	aktor	0.1
pagar	ulama	0.07
pagar	artis	0.17
pagar	kontak	0.24
pagar	lelaki	0.2
pagar	murid	0.13
pagar	ketua	0.25
pagar	wakil	0.21
pagar	pegawai	0.17
pagar	musuh	0.24
pagar	adik	0.09
pagar	dewa	0.14
pagar	biji	0.36
pagar	kakak	0.06
pagar	produsen	0.14
pagar	menteri	0.21
pagar	profesi	0.21
pagar	mitra	0.11
pagar	raksasa	0.21
pagar	manajer	0.11
pagar	dosen	0.19
pagar	sutradara	0.02
pagar	buruh	0.21
pagar	nenek	0.14
pagar	induk	0.29
pagar	rekan	0.12
pagar	tetangga	0.33
pagar	kuasa	0.19
pagar	bandar	0.25
pagar	terapi	0.18
pagar	malaikat	0.21
pagar	gubernur	0.2
pagar	prajurit	0.26
pagar	tukang	0.35
pagar	operator	0.17
pagar	pakar	0.15
pagar	wartawan	0.16
pagar	pacar	0.22
pagar	produser	0.06
pagar	senior	0.08
pagar	wali	0.16
pagar	saksi	0.17
pagar	kawan	0.2
pagar	hamba	0.17
pagar	obyek	0.21
pagar	seniman	0.15
pagar	dewan	0.25
pagar	hakim	0.24
pagar	kaisar	0.16
pagar	famili	0.19
pagar	pahlawan	0.19
pagar	investor	0.14
pagar	perwira	0.19
pagar	legenda	0.1
pagar	eksekutif	0.08
pagar	budak	0.25
pagar	mama	0.08
pagar	kerangka	0.3
pagar	cucu	0.1
pagar	tambang	0.26
pagar	nelayan	0.16
pagar	hantu	0.22
pagar	atlet	0.22
pagar	isteri	0.16
pagar	pendeta	0.16
pagar	direktur	0.1
pagar	politikus	0.13
pagar	formasi	0.25
pagar	panitia	0.21
pagar	aktivis	0.2
pagar	jenderal	0.15
pagar	pilot	0.12
pagar	kandidat	0.18
pagar	mayat	0.22
pagar	subjek	0.22
pagar	wasit	0.11
pagar	balita	0.14
pagar	pangeran	0.16
pagar	asisten	0.1
pagar	responden	0.02
pagar	juru	0.14
pagar	awak	0.13
pagar	distributor	0.16
pagar	kakek	0.1
pagar	profesor	0.11
pagar	komandan	0.2
pagar	kerabat	0.18
pagar	komunis	0.17
pagar	teroris	0.18
pagar	arsitek	0.22
pagar	politisi	0.11
pagar	ratu	0.16
pagar	desainer	0.15
pagar	kapten	0.07
pagar	sekutu	0.11
pagar	alumni	0.09
pagar	sponsor	0.08
pagar	atasan	0.16
pagar	vokalis	0.13
pagar	santri	0.16
pagar	sekretaris	0.1
pagar	jurnalis	0.14
pagar	kritikus	0.09
pagar	oknum	0.17
pagar	konsultan	0.17
pagar	turis	0.1
pagar	bidan	0.14
pagar	rasul	0.06
pagar	iblis	0.1
pagar	demonstrasi	0.22
pagar	janda	0.17
pagar	elit	0.19
pagar	kader	0.21
pagar	waris	0.09
pagar	insinyur	0.14
pagar	dukun	0.15
pagar	audit	0.14
pagar	duta	0.17
pagar	doktor	0.12
pagar	bubur	0.22
pagar	intelijen	0.16
pagar	praktisi	0.11
pagar	walikota	0.25
pagar	finalis	0.13
pagar	panglima	0.14
pagar	imigran	0.13
pagar	resepsionis	0.1
pagar	delegasi	0.12
pagar	spektrum	0.17
pagar	keponakan	0.07
pagar	teknisi	0.1
pagar	jago	0.19
pagar	kiper	0.23
pagar	propaganda	0.1
pagar	analis	0.06
pagar	striker	0.17
pagar	ekonom	0.04
pagar	tuna	0.12
pagar	supir	0.21
pagar	ksatria	0.18
pagar	dalang	0.1
pagar	wirausaha	0.12
pagar	majikan	0.19
pagar	administrator	0.17
pagar	pucuk	0.26
pagar	kapitalis	0.09
pagar	agensi	0.16
pagar	mukmin	0.13
pagar	detektif	0.11
pagar	jaksa	0.2
pagar	kolektor	0.15
pagar	macan	0.26
pagar	preman	0.21
pagar	direksi	0.12
pagar	fasilitator	0.08
pagar	kristen	0.16
pagar	bibi	0.14
pagar	pramuka	0.18
pagar	botani	0.22
pagar	jemaah	0.21
pagar	debitur	0.06
pagar	diktator	0.09
pagar	abdi	0.16
pagar	lurah	0.25
pagar	milisi	0.17
pagar	demonstran	0.25
pagar	sandera	0.15
pagar	astronot	0.06
pagar	serdadu	0.2
pagar	bendahara	0.12
pagar	kuli	0.23
pagar	kreditur	0.07
pagar	biang	0.1
pagar	separatis	0.13
pagar	mumi	0.04
pagar	informan	0.11
pagar	humas	0.18
pagar	cleaning	0.12
pagar	duda	0.17
pagar	eksportir	0.14
pagar	wiraswasta	0.1
pagar	nona	0.16
pagar	deputi	0.1
pagar	firaun	0.07
pagar	marinir	0.15
pagar	inspektur	0.24
pagar	pialang	0.15
pagar	miliarder	0.08
pagar	satria	0.17
pagar	panelis	0.04
pagar	habib	0.13
pagar	penterjemah	0.1
pagar	wapres	0.11
pagar	marxis	0.11
pagar	madam	0.17
markas	dalam	0.24
markas	tahun	0.15
markas	orang	0.22
markas	saat	0.26
markas	anak	0.18
markas	tempat	0.47
markas	diri	0.16
markas	manusia	0.16
markas	hasil	0.2
markas	masyarakat	0.24
markas	kelas	0.19
markas	hidup	0.14
markas	wanita	0.16
markas	anggota	0.36
markas	keluarga	0.26
markas	data	0.24
markas	ibu	0.24
markas	kelompok	0.33
markas	jam	0.19
markas	tim	0.47
markas	kulit	0.09
markas	bisnis	0.28
markas	siswa	0.13
markas	pihak	0.33
markas	pria	0.16
markas	media	0.29
markas	guru	0.19
markas	perempuan	0.1
markas	kepala	0.25
markas	bumi	0.23
markas	politik	0.27
markas	teman	0.27
markas	bangsa	0.19
markas	batu	0.2
markas	warga	0.29
markas	perangkat	0.26
markas	model	0.15
markas	bayi	0.1
markas	mahasiswa	0.18
markas	dokter	0.26
markas	internet	0.17
markas	raja	0.23
markas	rakyat	0.25
markas	ahli	0.22
markas	tokoh	0.3
markas	pasukan	0.49
markas	tenaga	0.21
markas	kaum	0.22
markas	istri	0.15
markas	militer	0.41
markas	karakter	0.19
markas	gadis	0.21
markas	suami	0.09
markas	calon	0.21
markas	ayah	0.22
markas	tamu	0.29
markas	individu	0.15
markas	remaja	0.14
markas	umat	0.23
markas	mantan	0.3
markas	matahari	0.16
markas	tipe	0.13
markas	burung	0.16
markas	korban	0.24
markas	konsumen	0.21
markas	putra	0.17
markas	saudara	0.17
markas	manajemen	0.3
markas	agen	0.34
markas	tentara	0.43
markas	objek	0.23
markas	generasi	0.13
markas	putri	0.19
markas	umur	0.13
markas	presiden	0.31
markas	pajak	0.21
markas	makhluk	0.16
markas	ujung	0.24
markas	pasien	0.17
markas	kelapa	0.12
markas	polisi	0.37
markas	luka	0.23
markas	suhu	0.15
markas	sahabat	0.27
markas	staf	0.3
markas	radio	0.28
markas	kampung	0.31
markas	aktor	0.16
markas	ulama	0.24
markas	artis	0.17
markas	kontak	0.19
markas	lelaki	0.14
markas	murid	0.19
markas	ketua	0.33
markas	wakil	0.37
markas	pegawai	0.27
markas	musuh	0.4
markas	adik	0.17
markas	dewa	0.17
markas	biji	0.07
markas	kakak	0.18
markas	produsen	0.25
markas	menteri	0.3
markas	profesi	0.18
markas	mitra	0.24
markas	raksasa	0.35
markas	manajer	0.29
markas	dosen	0.17
markas	sutradara	0.19
markas	buruh	0.2
markas	nenek	0.22
markas	induk	0.27
markas	rekan	0.28
markas	tetangga	0.24
markas	kuasa	0.23
markas	bandar	0.29
markas	terapi	0.18
markas	malaikat	0.18
markas	gubernur	0.29
markas	prajurit	0.36
markas	tukang	0.16
markas	operator	0.26
markas	pakar	0.22
markas	wartawan	0.27
markas	pacar	0.13
markas	produser	0.2
markas	senior	0.25
markas	wali	0.19
markas	saksi	0.25
markas	kawan	0.27
markas	hamba	0.16
markas	obyek	0.21
markas	seniman	0.16
markas	dewan	0.38
markas	hakim	0.2
markas	kaisar	0.2
markas	famili	0.13
markas	pahlawan	0.29
markas	investor	0.19
markas	perwira	0.36
markas	legenda	0.18
markas	eksekutif	0.22
markas	budak	0.16
markas	mama	0.16
markas	kerangka	0.18
markas	cucu	0.14
markas	tambang	0.25
markas	nelayan	0.2
markas	hantu	0.19
markas	atlet	0.16
markas	isteri	0.08
markas	pendeta	0.26
markas	direktur	0.36
markas	politikus	0.24
markas	formasi	0.19
markas	panitia	0.25
markas	aktivis	0.24
markas	jenderal	0.34
markas	pilot	0.16
markas	kandidat	0.22
markas	mayat	0.26
markas	subjek	0.13
markas	wasit	0.15
markas	balita	0.09
markas	pangeran	0.19
markas	asisten	0.27
markas	responden	0.1
markas	juru	0.32
markas	awak	0.23
markas	distributor	0.22
markas	kakek	0.24
markas	profesor	0.19
markas	komandan	0.43
markas	kerabat	0.22
markas	komunis	0.26
markas	teroris	0.33
markas	arsitek	0.26
markas	politisi	0.26
markas	ratu	0.19
markas	desainer	0.21
markas	kapten	0.3
markas	sekutu	0.3
markas	alumni	0.18
markas	sponsor	0.22
markas	atasan	0.23
markas	vokalis	0.15
markas	santri	0.2
markas	sekretaris	0.29
markas	jurnalis	0.27
markas	kritikus	0.16
markas	oknum	0.2
markas	konsultan	0.28
markas	turis	0.21
markas	bidan	0.14
markas	rasul	0.13
markas	iblis	0.21
markas	demonstrasi	0.24
markas	janda	0.13
markas	elit	0.32
markas	kader	0.24
markas	waris	0.08
markas	insinyur	0.18
markas	dukun	0.18
markas	audit	0.25
markas	duta	0.37
markas	doktor	0.12
markas	bubur	0.05
markas	intelijen	0.38
markas	praktisi	0.18
markas	walikota	0.27
markas	finalis	0.17
markas	panglima	0.39
markas	imigran	0.23
markas	resepsionis	0.1
markas	delegasi	0.33
markas	spektrum	0.16
markas	keponakan	0.18
markas	teknisi	0.23
markas	jago	0.18
markas	kiper	0.21
markas	propaganda	0.25
markas	analis	0.25
markas	striker	0.18
markas	ekonom	0.18
markas	tuna	0.07
markas	supir	0.15
markas	ksatria	0.2
markas	dalang	0.23
markas	wirausaha	0.09
markas	majikan	0.15
markas	administrator	0.17
markas	pucuk	0.21
markas	kapitalis	0.14
markas	agensi	0.32
markas	mukmin	0.09
markas	detektif	0.24
markas	jaksa	0.3
markas	kolektor	0.16
markas	macan	0.16
markas	preman	0.28
markas	direksi	0.27
markas	fasilitator	0.17
markas	kristen	0.2
markas	bibi	0.15
markas	pramuka	0.24
markas	botani	0.13
markas	jemaah	0.2
markas	debitur	0.09
markas	diktator	0.15
markas	abdi	0.15
markas	lurah	0.13
markas	milisi	0.32
markas	demonstran	0.24
markas	sandera	0.28
markas	astronot	0.18
markas	serdadu	0.35
markas	bendahara	0.2
markas	kuli	0.18
markas	kreditur	0.16
markas	biang	0.21
markas	separatis	0.24
markas	mumi	0.09
markas	informan	0.18
markas	humas	0.21
markas	cleaning	0.12
markas	duda	0.02
markas	eksportir	0.19
markas	wiraswasta	0.06
markas	nona	0.13
markas	deputi	0.26
markas	firaun	0.1
markas	marinir	0.31
markas	inspektur	0.29
markas	pialang	0.19
markas	miliarder	0.1
markas	satria	0.12
markas	panelis	0.11
markas	habib	0.18
markas	penterjemah	0.15
markas	wapres	0.22
markas	marxis	0.14
markas	madam	0.16
misteri	dalam	0.28
misteri	tahun	0.19
misteri	orang	0.24
misteri	saat	0.23
misteri	anak	0.15
misteri	tempat	0.29
misteri	diri	0.21
misteri	manusia	0.35
misteri	hasil	0.22
misteri	masyarakat	0.23
misteri	kelas	0.12
misteri	hidup	0.33
misteri	wanita	0.21
misteri	anggota	0.15
misteri	keluarga	0.2
misteri	data	0.21
misteri	ibu	0.12
misteri	kelompok	0.17
misteri	jam	0.16
misteri	tim	0.23
misteri	kulit	0.21
misteri	bisnis	0.21
misteri	siswa	0.15
misteri	pihak	0.19
misteri	pria	0.23
misteri	media	0.21
misteri	guru	0.17
misteri	perempuan	0.17
misteri	kepala	0.2
misteri	bumi	0.3
misteri	politik	0.26
misteri	teman	0.12
misteri	bangsa	0.23
misteri	batu	0.32
misteri	warga	0.16
misteri	perangkat	0.17
misteri	model	0.16
misteri	bayi	0.18
misteri	mahasiswa	0.14
misteri	dokter	0.14
misteri	internet	0.2
