noun_w_orang_affixed1	noun_w_orang_affixed2	cossim
sejarawan	pembenci	0.35
sejarawan	pengkaji	0.51
sejarawan	pembebas	0.2
sejarawan	pesakitan	0.21
sejarawan	pemetik	0.15
sejarawan	penjilat	0.27
sejarawan	pencabut	0.1
sejarawan	pemintal	0.17
sejarawan	peramah	0.2
sejarawan	pengukir	0.34
sejarawan	pengejar	0.2
sejarawan	wiraswastawan	0.32
sejarawan	pemijat	0.17
sejarawan	pemulia	0.26
sejarawan	pembatik	0.29
sejarawan	penendang	0.2
sejarawan	penyimak	0.3
sejarawan	pelestari	0.29
sejarawan	penjemput	0.16
sejarawan	pembaru	0.32
sejarawan	pelahap	0.23
sejarawan	pesinden	0.25
sejarawan	penghayat	0.23
sejarawan	pengadu	0.27
sejarawan	pemasak	0.19
sejarawan	pembobol	0.18
sejarawan	penggemblengan	0.16
sejarawan	penghasut	0.35
sejarawan	penderma	0.16
sejarawan	pemaksa	0.27
sejarawan	peragu	0.29
sejarawan	pengekor	0.27
sejarawan	perayu	0.24
sejarawan	pendebat	0.42
sejarawan	pengintip	0.22
sejarawan	ilusionis	0.3
sejarawan	penyuara	0.29
sejarawan	penghadang	0.12
sejarawan	pengasah	0.25
sejarawan	penatar	0.28
sejarawan	pengutang	0.24
sejarawan	pembisik	0.26
sejarawan	pengetuk	0.19
sejarawan	pemberang	0.28
sejarawan	pembesuk	0.21
sejarawan	peneguh	0.24
sejarawan	padagang	0.25
sejarawan	pewirausaha	0.24
sejarawan	pencuriga	0.3
sejarawan	pengalah	0.27
sejarawan	pengalasan	0.28
sejarawan	pezikir	0.22
sejarawan	pengamuk	0.32
sejarawan	pemengaruh	0.22
jajaran	penari	0.22
jajaran	pemberi	0.19
jajaran	pelayan	0.31
jajaran	penyair	0.28
jajaran	pendatang	0.3
jajaran	pembunuh	0.22
jajaran	penyelenggara	0.38
jajaran	turunan	0.26
jajaran	pelukis	0.23
jajaran	utusan	0.23
jajaran	pembiayaan	0.24
jajaran	pengacara	0.22
jajaran	perawat	0.23
jajaran	penganut	0.3
jajaran	pengamat	0.33
jajaran	vokalis	0.24
jajaran	jurnalis	0.29
jajaran	penghubung	0.33
jajaran	pesaing	0.31
jajaran	pengawas	0.36
jajaran	penjahat	0.18
jajaran	pelaksana	0.4
jajaran	pembicara	0.29
jajaran	pendengar	0.24
jajaran	pendamping	0.34
jajaran	pewaris	0.24
jajaran	pengungsi	0.12
jajaran	pengendara	0.24
jajaran	pencuri	0.21
jajaran	terdakwa	0.08
jajaran	pebisnis	0.29
jajaran	pemburu	0.24
jajaran	pengawal	0.36
jajaran	penemu	0.21
jajaran	sastrawan	0.31
jajaran	pengemudi	0.22
jajaran	penerjemah	0.2
jajaran	pemandu	0.27
jajaran	tawanan	0.14
jajaran	penegak	0.37
jajaran	penutur	0.16
jajaran	penyihir	0.21
jajaran	pelamar	0.23
jajaran	pemasok	0.33
jajaran	pemikir	0.32
jajaran	saingan	0.28
jajaran	pembimbing	0.22
jajaran	petinggi	0.55
jajaran	pelaut	0.17
jajaran	pengrajin	0.25
jajaran	langganan	0.29
jajaran	pencinta	0.34
jajaran	kenalan	0.21
jajaran	penyidik	0.3
jajaran	pelacur	0.15
jajaran	pengirim	0.17
jajaran	perusak	0.32
jajaran	pendiam	0.08
jajaran	pemeluk	0.25
jajaran	penikmat	0.33
jajaran	pemangku	0.37
jajaran	perampok	0.14
jajaran	pengidap	0.1
jajaran	pesepak	0.3
jajaran	penunjuk	0.24
jajaran	pemuka	0.36
jajaran	pengemis	0.14
jajaran	pemusik	0.3
jajaran	sukarelawan	0.22
jajaran	penerbang	0.24
jajaran	pejalan	0.24
jajaran	petinju	0.18
jajaran	penyandang	0.25
jajaran	penanggung	0.27
jajaran	penolong	0.2
jajaran	jagoan	0.23
jajaran	penembak	0.22
jajaran	penipu	0.11
jajaran	novelis	0.21
jajaran	penyelamat	0.28
jajaran	pendaftar	0.26
jajaran	pelari	0.23
jajaran	pengiring	0.18
jajaran	penata	0.28
jajaran	pengambil	0.36
jajaran	penuntut	0.22
jajaran	pembina	0.4
jajaran	tanggungan	0.18
jajaran	petualang	0.17
jajaran	pencetus	0.19
jajaran	pemangsa	0.24
jajaran	penyebar	0.2
jajaran	pelancong	0.2
jajaran	petarung	0.21
jajaran	pemesan	0.21
jajaran	dermawan	0.16
jajaran	pemeriksa	0.33
jajaran	negarawan	0.24
jajaran	pengukur	0.18
jajaran	penambang	0.21
jajaran	biarawati	0.17
jajaran	pembajak	0.12
jajaran	budayawan	0.29
jajaran	perekam	0.22
jajaran	penyayang	0.11
jajaran	pemukul	0.22
jajaran	perencana	0.3
jajaran	pengumpul	0.21
jajaran	wirausahawan	0.18
jajaran	penangkap	0.15
jajaran	penyelam	0.3
jajaran	pemasar	0.25
jajaran	pemalas	0.13
jajaran	pengecut	0.06
jajaran	penarik	0.2
jajaran	pengembara	0.17
jajaran	gerilyawan	0.23
jajaran	penggagas	0.3
jajaran	penyembah	0.22
jajaran	penilai	0.3
jajaran	penguji	0.23
jajaran	pustakawan	0.28
jajaran	pengunjuk	0.25
jajaran	tamatan	0.21
jajaran	penyembuh	0.1
jajaran	musikus	0.3
jajaran	rohaniwan	0.26
jajaran	pemanah	0.26
jajaran	penyelidik	0.21
jajaran	penampil	0.34
jajaran	peranakan	0.14
jajaran	suruhan	0.18
jajaran	pemudik	0.21
jajaran	titisan	0.17
jajaran	usahawan	0.24
jajaran	pelapor	0.24
jajaran	pemahat	0.18
jajaran	penunggu	0.24
jajaran	penurut	0.12
jajaran	pengusul	0.19
jajaran	pemimpi	0.19
jajaran	penyusup	0.26
jajaran	pemungut	0.25
jajaran	penceramah	0.18
jajaran	penggarap	0.23
jajaran	pengelana	0.13
jajaran	pelupa	0.05
jajaran	perupa	0.25
jajaran	penyendiri	0.13
jajaran	pezina	0.08
jajaran	pemateri	0.28
jajaran	bujangan	0.16
jajaran	penggali	0.18
jajaran	petapa	0.17
jajaran	penukar	0.15
jajaran	penyabar	0.06
jajaran	asongan	0.13
jajaran	pelempar	0.17
jajaran	pemerkosa	0.1
jajaran	pemborong	0.19
jajaran	pendemo	0.28
jajaran	pencerita	0.16
jajaran	penyelundup	0.17
jajaran	penganggur	0.12
jajaran	penggiling	0.2
jajaran	penterjemah	0.13
jajaran	pengulas	0.28
jajaran	penagih	0.18
jajaran	penyintas	0.14
jajaran	pesepeda	0.22
jajaran	hartawan	0.23
jajaran	perumus	0.34
jajaran	pengayom	0.31
jajaran	peniup	0.16
jajaran	penggalang	0.29
jajaran	pembenci	0.2
jajaran	pengkaji	0.28
jajaran	pembebas	0.12
jajaran	pesakitan	0.22
jajaran	pemetik	0.17
jajaran	penjilat	0.25
jajaran	pencabut	0.17
jajaran	pemintal	0.11
jajaran	peramah	0.11
jajaran	pengukir	0.17
jajaran	pengejar	0.26
jajaran	wiraswastawan	0.24
jajaran	pemijat	0.11
jajaran	pemulia	0.23
jajaran	pembatik	0.13
jajaran	penendang	0.22
jajaran	penyimak	0.24
jajaran	pelestari	0.27
jajaran	penjemput	0.24
jajaran	pembaru	0.26
jajaran	pelahap	0.21
jajaran	pesinden	0.19
jajaran	penghayat	0.26
jajaran	pengadu	0.14
jajaran	pemasak	0.16
jajaran	pembobol	0.24
jajaran	penggemblengan	0.27
jajaran	penghasut	0.19
jajaran	penderma	0.17
jajaran	pemaksa	0.19
jajaran	peragu	0.09
jajaran	pengekor	0.27
jajaran	perayu	0.15
jajaran	pendebat	0.17
jajaran	pengintip	0.2
jajaran	ilusionis	0.19
jajaran	penyuara	0.21
jajaran	penghadang	0.32
jajaran	pengasah	0.25
jajaran	penatar	0.26
jajaran	pengutang	0.2
jajaran	pembisik	0.29
jajaran	pengetuk	0.27
jajaran	pemberang	0.19
jajaran	pembesuk	0.2
jajaran	peneguh	0.25
jajaran	padagang	0.28
jajaran	pewirausaha	0.26
jajaran	pencuriga	0.18
jajaran	pengalah	0.3
jajaran	pengalasan	0.37
jajaran	pezikir	0.24
jajaran	pengamuk	0.24
jajaran	pemengaruh	0.37
penari	pemberi	0.27
penari	pelayan	0.41
penari	penyair	0.39
penari	pendatang	0.28
penari	pembunuh	0.3
penari	penyelenggara	0.26
penari	turunan	0.17
penari	pelukis	0.43
penari	utusan	0.28
penari	pembiayaan	0.23
penari	pengacara	0.29
penari	perawat	0.34
penari	penganut	0.25
penari	pengamat	0.29
penari	vokalis	0.44
penari	jurnalis	0.32
penari	penghubung	0.18
penari	pesaing	0.16
penari	pengawas	0.23
penari	penjahat	0.26
penari	pelaksana	0.29
penari	pembicara	0.32
penari	pendengar	0.23
penari	pendamping	0.36
penari	pewaris	0.26
penari	pengungsi	0.2
penari	pengendara	0.27
penari	pencuri	0.23
penari	terdakwa	0.21
penari	pebisnis	0.31
penari	pemburu	0.35
penari	pengawal	0.34
penari	penemu	0.25
penari	sastrawan	0.35
penari	pengemudi	0.25
penari	penerjemah	0.27
penari	pemandu	0.4
penari	tawanan	0.29
penari	penegak	0.21
penari	penutur	0.2
penari	penyihir	0.31
penari	pelamar	0.26
penari	pemasok	0.22
penari	pemikir	0.25
penari	saingan	0.15
penari	pembimbing	0.3
penari	petinggi	0.26
penari	pelaut	0.27
penari	pengrajin	0.34
penari	langganan	0.2
penari	pencinta	0.21
penari	kenalan	0.16
penari	penyidik	0.21
penari	pelacur	0.4
penari	pengirim	0.25
penari	perusak	0.22
penari	pendiam	0.18
penari	pemeluk	0.28
penari	penikmat	0.25
penari	pemangku	0.26
penari	perampok	0.3
penari	pengidap	0.2
penari	pesepak	0.34
penari	penunjuk	0.26
penari	pemuka	0.31
penari	pengemis	0.29
penari	pemusik	0.53
penari	sukarelawan	0.34
penari	penerbang	0.35
penari	pejalan	0.27
penari	petinju	0.34
penari	penyandang	0.28
penari	penanggung	0.26
penari	penolong	0.24
penari	jagoan	0.26
penari	penembak	0.31
penari	penipu	0.24
penari	novelis	0.29
penari	penyelamat	0.24
penari	pendaftar	0.18
penari	pelari	0.37
penari	pengiring	0.45
penari	penata	0.35
penari	pengambil	0.26
penari	penuntut	0.21
penari	pembina	0.3
penari	tanggungan	0.17
penari	petualang	0.27
penari	pencetus	0.23
penari	pemangsa	0.21
penari	penyebar	0.22
penari	pelancong	0.32
penari	petarung	0.35
penari	pemesan	0.21
penari	dermawan	0.2
penari	pemeriksa	0.18
penari	negarawan	0.22
penari	pengukur	0.15
penari	penambang	0.32
penari	biarawati	0.33
penari	pembajak	0.19
penari	budayawan	0.4
penari	perekam	0.21
penari	penyayang	0.19
penari	pemukul	0.24
penari	perencana	0.31
penari	pengumpul	0.19
penari	wirausahawan	0.31
penari	penangkap	0.27
penari	penyelam	0.31
penari	pemasar	0.32
penari	pemalas	0.12
penari	pengecut	0.16
penari	penarik	0.38
penari	pengembara	0.25
penari	gerilyawan	0.33
penari	penggagas	0.25
penari	penyembah	0.32
penari	penilai	0.25
penari	penguji	0.19
penari	pustakawan	0.24
penari	pengunjuk	0.25
penari	tamatan	0.18
penari	penyembuh	0.26
penari	musikus	0.4
penari	rohaniwan	0.31
penari	pemanah	0.34
penari	penyelidik	0.23
penari	penampil	0.47
penari	peranakan	0.24
penari	suruhan	0.12
penari	pemudik	0.18
penari	titisan	0.22
penari	usahawan	0.24
penari	pelapor	0.16
penari	pemahat	0.34
penari	penunggu	0.26
penari	penurut	0.19
penari	pengusul	0.13
penari	pemimpi	0.29
penari	penyusup	0.19
penari	pemungut	0.18
penari	penceramah	0.25
penari	penggarap	0.29
penari	pengelana	0.2
penari	pelupa	0.06
penari	perupa	0.31
penari	penyendiri	0.2
penari	pezina	0.21
penari	pemateri	0.29
penari	bujangan	0.27
penari	penggali	0.33
penari	petapa	0.25
penari	penukar	0.26
penari	penyabar	0.14
penari	asongan	0.17
penari	pelempar	0.31
penari	pemerkosa	0.27
penari	pemborong	0.21
penari	pendemo	0.23
penari	pencerita	0.38
penari	penyelundup	0.25
penari	penganggur	0.28
penari	penggiling	0.21
penari	penterjemah	0.27
penari	pengulas	0.18
penari	penagih	0.21
penari	penyintas	0.18
penari	pesepeda	0.31
penari	hartawan	0.29
penari	perumus	0.2
penari	pengayom	0.26
penari	peniup	0.3
penari	penggalang	0.3
penari	pembenci	0.2
penari	pengkaji	0.26
penari	pembebas	0.24
penari	pesakitan	0.19
penari	pemetik	0.27
penari	penjilat	0.21
penari	pencabut	0.27
penari	pemintal	0.27
penari	peramah	0.2
penari	pengukir	0.34
penari	pengejar	0.27
penari	wiraswastawan	0.28
penari	pemijat	0.36
penari	pemulia	0.2
penari	pembatik	0.36
penari	penendang	0.34
penari	penyimak	0.21
penari	pelestari	0.34
penari	penjemput	0.3
penari	pembaru	0.23
penari	pelahap	0.14
penari	pesinden	0.48
penari	penghayat	0.31
penari	pengadu	0.24
penari	pemasak	0.3
penari	pembobol	0.18
penari	penggemblengan	0.22
penari	penghasut	0.27
penari	penderma	0.21
penari	pemaksa	0.15
penari	peragu	0.16
penari	pengekor	0.27
penari	perayu	0.33
penari	pendebat	0.28
penari	pengintip	0.31
penari	ilusionis	0.4
penari	penyuara	0.26
penari	penghadang	0.28
penari	pengasah	0.26
penari	penatar	0.29
penari	pengutang	0.21
penari	pembisik	0.27
penari	pengetuk	0.34
penari	pemberang	0.33
penari	pembesuk	0.21
penari	peneguh	0.23
penari	padagang	0.3
penari	pewirausaha	0.28
penari	pencuriga	0.27
penari	pengalah	0.33
penari	pengalasan	0.33
penari	pezikir	0.35
penari	pengamuk	0.34
penari	pemengaruh	0.26
pemberi	pelayan	0.35
pemberi	penyair	0.25
pemberi	pendatang	0.2
pemberi	pembunuh	0.31
pemberi	penyelenggara	0.39
pemberi	turunan	0.22
pemberi	pelukis	0.23
pemberi	utusan	0.29
pemberi	pembiayaan	0.32
pemberi	pengacara	0.27
pemberi	perawat	0.33
pemberi	penganut	0.24
pemberi	pengamat	0.31
pemberi	vokalis	0.24
pemberi	jurnalis	0.27
pemberi	penghubung	0.36
pemberi	pesaing	0.17
pemberi	pengawas	0.38
pemberi	penjahat	0.27
pemberi	pelaksana	0.44
pemberi	pembicara	0.38
pemberi	pendengar	0.39
pemberi	pendamping	0.41
pemberi	pewaris	0.32
pemberi	pengungsi	0.2
pemberi	pengendara	0.26
pemberi	pencuri	0.32
pemberi	terdakwa	0.2
pemberi	pebisnis	0.27
pemberi	pemburu	0.33
pemberi	pengawal	0.28
pemberi	penemu	0.37
pemberi	sastrawan	0.23
pemberi	pengemudi	0.29
pemberi	penerjemah	0.32
pemberi	pemandu	0.31
pemberi	tawanan	0.23
pemberi	penegak	0.31
pemberi	penutur	0.25
pemberi	penyihir	0.18
pemberi	pelamar	0.29
pemberi	pemasok	0.41
pemberi	pemikir	0.29
pemberi	saingan	0.19
pemberi	pembimbing	0.37
pemberi	petinggi	0.24
pemberi	pelaut	0.23
pemberi	pengrajin	0.28
pemberi	langganan	0.26
pemberi	pencinta	0.25
pemberi	kenalan	0.28
pemberi	penyidik	0.27
pemberi	pelacur	0.22
pemberi	pengirim	0.5
pemberi	perusak	0.29
pemberi	pendiam	0.16
pemberi	pemeluk	0.21
pemberi	penikmat	0.32
pemberi	pemangku	0.32
pemberi	perampok	0.19
pemberi	pengidap	0.17
pemberi	pesepak	0.19
pemberi	penunjuk	0.4
pemberi	pemuka	0.31
pemberi	pengemis	0.28
pemberi	pemusik	0.28
pemberi	sukarelawan	0.29
pemberi	penerbang	0.3
pemberi	pejalan	0.26
pemberi	petinju	0.19
pemberi	penyandang	0.37
pemberi	penanggung	0.4
pemberi	penolong	0.43
pemberi	jagoan	0.17
pemberi	penembak	0.23
pemberi	penipu	0.31
pemberi	novelis	0.21
pemberi	penyelamat	0.35
pemberi	pendaftar	0.19
pemberi	pelari	0.29
pemberi	pengiring	0.33
pemberi	penata	0.34
pemberi	pengambil	0.49
pemberi	penuntut	0.33
pemberi	pembina	0.34
pemberi	tanggungan	0.34
pemberi	petualang	0.23
pemberi	pencetus	0.32
pemberi	pemangsa	0.27
pemberi	penyebar	0.36
pemberi	pelancong	0.16
pemberi	petarung	0.2
pemberi	pemesan	0.35
pemberi	dermawan	0.35
pemberi	pemeriksa	0.34
pemberi	negarawan	0.22
pemberi	pengukur	0.33
pemberi	penambang	0.21
pemberi	biarawati	0.18
pemberi	pembajak	0.22
pemberi	budayawan	0.21
pemberi	perekam	0.33
pemberi	penyayang	0.29
pemberi	pemukul	0.23
pemberi	perencana	0.37
pemberi	pengumpul	0.37
pemberi	wirausahawan	0.25
pemberi	penangkap	0.35
pemberi	penyelam	0.18
pemberi	pemasar	0.33
pemberi	pemalas	0.15
pemberi	pengecut	0.16
pemberi	penarik	0.41
pemberi	pengembara	0.25
pemberi	gerilyawan	0.15
pemberi	penggagas	0.29
pemberi	penyembah	0.23
pemberi	penilai	0.4
pemberi	penguji	0.28
pemberi	pustakawan	0.26
pemberi	pengunjuk	0.21
pemberi	tamatan	0.22
pemberi	penyembuh	0.36
pemberi	musikus	0.26
pemberi	rohaniwan	0.22
pemberi	pemanah	0.2
pemberi	penyelidik	0.28
pemberi	penampil	0.3
pemberi	peranakan	0.18
pemberi	suruhan	0.3
pemberi	pemudik	0.16
pemberi	titisan	0.19
pemberi	usahawan	0.26
pemberi	pelapor	0.34
pemberi	pemahat	0.21
pemberi	penunggu	0.3
pemberi	penurut	0.27
pemberi	pengusul	0.34
pemberi	pemimpi	0.28
pemberi	penyusup	0.19
pemberi	pemungut	0.32
pemberi	penceramah	0.34
pemberi	penggarap	0.33
pemberi	pengelana	0.27
pemberi	pelupa	0.21
pemberi	perupa	0.16
pemberi	penyendiri	0.2
pemberi	pezina	0.2
pemberi	pemateri	0.32
pemberi	bujangan	0.15
pemberi	penggali	0.31
pemberi	petapa	0.2
pemberi	penukar	0.29
pemberi	penyabar	0.22
pemberi	asongan	0.14
pemberi	pelempar	0.28
pemberi	pemerkosa	0.22
pemberi	pemborong	0.32
pemberi	pendemo	0.18
pemberi	pencerita	0.32
pemberi	penyelundup	0.18
pemberi	penganggur	0.28
pemberi	penggiling	0.2
pemberi	penterjemah	0.31
pemberi	pengulas	0.22
pemberi	penagih	0.35
pemberi	penyintas	0.26
pemberi	pesepeda	0.17
pemberi	hartawan	0.24
pemberi	perumus	0.32
pemberi	pengayom	0.38
pemberi	peniup	0.31
pemberi	penggalang	0.29
pemberi	pembenci	0.24
pemberi	pengkaji	0.28
pemberi	pembebas	0.42
pemberi	pesakitan	0.23
pemberi	pemetik	0.3
pemberi	penjilat	0.28
pemberi	pencabut	0.43
pemberi	pemintal	0.24
pemberi	peramah	0.21
pemberi	pengukir	0.35
pemberi	pengejar	0.4
pemberi	wiraswastawan	0.27
pemberi	pemijat	0.28
pemberi	pemulia	0.28
pemberi	pembatik	0.24
pemberi	penendang	0.22
pemberi	penyimak	0.35
pemberi	pelestari	0.31
pemberi	penjemput	0.35
pemberi	pembaru	0.3
pemberi	pelahap	0.23
pemberi	pesinden	0.2
pemberi	penghayat	0.3
pemberi	pengadu	0.36
pemberi	pemasak	0.3
pemberi	pembobol	0.26
pemberi	penggemblengan	0.2
pemberi	penghasut	0.23
pemberi	penderma	0.37
pemberi	pemaksa	0.32
pemberi	peragu	0.21
pemberi	pengekor	0.28
pemberi	perayu	0.29
pemberi	pendebat	0.18
pemberi	pengintip	0.27
pemberi	ilusionis	0.23
pemberi	penyuara	0.31
pemberi	penghadang	0.28
pemberi	pengasah	0.3
pemberi	penatar	0.3
pemberi	pengutang	0.36
pemberi	pembisik	0.29
pemberi	pengetuk	0.37
pemberi	pemberang	0.26
pemberi	pembesuk	0.29
pemberi	peneguh	0.38
pemberi	padagang	0.36
pemberi	pewirausaha	0.3
pemberi	pencuriga	0.27
pemberi	pengalah	0.38
pemberi	pengalasan	0.39
pemberi	pezikir	0.29
pemberi	pengamuk	0.26
pemberi	pemengaruh	0.33
pelayan	penyair	0.29
pelayan	pendatang	0.28
pelayan	pembunuh	0.35
pelayan	penyelenggara	0.37
pelayan	turunan	0.09
pelayan	pelukis	0.31
pelayan	utusan	0.39
pelayan	pembiayaan	0.26
pelayan	pengacara	0.37
pelayan	perawat	0.49
pelayan	penganut	0.29
pelayan	pengamat	0.24
pelayan	vokalis	0.31
pelayan	jurnalis	0.32
pelayan	penghubung	0.27
pelayan	pesaing	0.23
pelayan	pengawas	0.38
pelayan	penjahat	0.31
pelayan	pelaksana	0.35
pelayan	pembicara	0.29
pelayan	pendengar	0.31
pelayan	pendamping	0.39
pelayan	pewaris	0.32
pelayan	pengungsi	0.31
pelayan	pengendara	0.27
pelayan	pencuri	0.35
pelayan	terdakwa	0.25
pelayan	pebisnis	0.32
pelayan	pemburu	0.31
pelayan	pengawal	0.48
pelayan	penemu	0.21
pelayan	sastrawan	0.26
pelayan	pengemudi	0.3
pelayan	penerjemah	0.32
pelayan	pemandu	0.38
pelayan	tawanan	0.3
pelayan	penegak	0.28
pelayan	penutur	0.17
pelayan	penyihir	0.33
pelayan	pelamar	0.28
pelayan	pemasok	0.29
pelayan	pemikir	0.26
pelayan	saingan	0.25
pelayan	pembimbing	0.31
pelayan	petinggi	0.36
pelayan	pelaut	0.39
pelayan	pengrajin	0.33
pelayan	langganan	0.33
pelayan	pencinta	0.23
pelayan	kenalan	0.27
pelayan	penyidik	0.34
pelayan	pelacur	0.47
pelayan	pengirim	0.28
pelayan	perusak	0.2
pelayan	pendiam	0.19
pelayan	pemeluk	0.25
pelayan	penikmat	0.29
pelayan	pemangku	0.31
pelayan	perampok	0.3
pelayan	pengidap	0.18
pelayan	pesepak	0.24
pelayan	penunjuk	0.24
pelayan	pemuka	0.31
pelayan	pengemis	0.39
pelayan	pemusik	0.38
pelayan	sukarelawan	0.36
pelayan	penerbang	0.31
pelayan	pejalan	0.29
pelayan	petinju	0.27
pelayan	penyandang	0.24
pelayan	penanggung	0.3
pelayan	penolong	0.38
pelayan	jagoan	0.25
pelayan	penembak	0.27
pelayan	penipu	0.31
pelayan	novelis	0.24
pelayan	penyelamat	0.34
pelayan	pendaftar	0.21
pelayan	pelari	0.27
pelayan	pengiring	0.36
pelayan	penata	0.36
pelayan	pengambil	0.33
pelayan	penuntut	0.27
pelayan	pembina	0.38
pelayan	tanggungan	0.23
pelayan	petualang	0.25
pelayan	pencetus	0.17
pelayan	pemangsa	0.2
pelayan	penyebar	0.18
pelayan	pelancong	0.32
pelayan	petarung	0.25
pelayan	pemesan	0.28
pelayan	dermawan	0.23
pelayan	pemeriksa	0.31
pelayan	negarawan	0.32
pelayan	pengukur	0.22
pelayan	penambang	0.27
pelayan	biarawati	0.36
pelayan	pembajak	0.17
pelayan	budayawan	0.23
pelayan	perekam	0.18
pelayan	penyayang	0.23
pelayan	pemukul	0.22
pelayan	perencana	0.32
pelayan	pengumpul	0.27
pelayan	wirausahawan	0.32
pelayan	penangkap	0.21
pelayan	penyelam	0.25
pelayan	pemasar	0.3
pelayan	pemalas	0.22
pelayan	pengecut	0.22
pelayan	penarik	0.32
pelayan	pengembara	0.21
pelayan	gerilyawan	0.24
pelayan	penggagas	0.23
pelayan	penyembah	0.29
pelayan	penilai	0.27
pelayan	penguji	0.28
pelayan	pustakawan	0.37
pelayan	pengunjuk	0.2
pelayan	tamatan	0.2
pelayan	penyembuh	0.35
pelayan	musikus	0.32
pelayan	rohaniwan	0.36
pelayan	pemanah	0.28
pelayan	penyelidik	0.29
pelayan	penampil	0.29
pelayan	peranakan	0.24
pelayan	suruhan	0.32
pelayan	pemudik	0.2
pelayan	titisan	0.17
pelayan	usahawan	0.37
pelayan	pelapor	0.28
pelayan	pemahat	0.3
pelayan	penunggu	0.35
pelayan	penurut	0.32
pelayan	pengusul	0.18
pelayan	pemimpi	0.22
pelayan	penyusup	0.25
pelayan	pemungut	0.39
pelayan	penceramah	0.28
pelayan	penggarap	0.31
pelayan	pengelana	0.28
pelayan	pelupa	0.2
pelayan	perupa	0.18
pelayan	penyendiri	0.16
pelayan	pezina	0.24
pelayan	pemateri	0.2
pelayan	bujangan	0.34
pelayan	penggali	0.2
pelayan	petapa	0.22
pelayan	penukar	0.31
pelayan	penyabar	0.25
pelayan	asongan	0.24
pelayan	pelempar	0.29
pelayan	pemerkosa	0.3
pelayan	pemborong	0.29
pelayan	pendemo	0.27
pelayan	pencerita	0.31
pelayan	penyelundup	0.25
pelayan	penganggur	0.32
pelayan	penggiling	0.32
pelayan	penterjemah	0.31
pelayan	pengulas	0.27
pelayan	penagih	0.34
pelayan	penyintas	0.23
pelayan	pesepeda	0.2
pelayan	hartawan	0.33
pelayan	perumus	0.18
pelayan	pengayom	0.41
pelayan	peniup	0.29
pelayan	penggalang	0.21
pelayan	pembenci	0.25
pelayan	pengkaji	0.23
pelayan	pembebas	0.28
pelayan	pesakitan	0.32
pelayan	pemetik	0.34
pelayan	penjilat	0.32
pelayan	pencabut	0.25
pelayan	pemintal	0.24
pelayan	peramah	0.35
pelayan	pengukir	0.26
pelayan	pengejar	0.29
pelayan	wiraswastawan	0.27
pelayan	pemijat	0.38
pelayan	pemulia	0.25
pelayan	pembatik	0.25
pelayan	penendang	0.2
pelayan	penyimak	0.23
pelayan	pelestari	0.2
pelayan	penjemput	0.39
pelayan	pembaru	0.31
pelayan	pelahap	0.28
pelayan	pesinden	0.2
pelayan	penghayat	0.26
pelayan	pengadu	0.33
pelayan	pemasak	0.39
pelayan	pembobol	0.21
pelayan	penggemblengan	0.24
pelayan	penghasut	0.33
pelayan	penderma	0.27
pelayan	pemaksa	0.26
pelayan	peragu	0.16
pelayan	pengekor	0.24
pelayan	perayu	0.39
pelayan	pendebat	0.22
pelayan	pengintip	0.27
pelayan	ilusionis	0.29
pelayan	penyuara	0.24
pelayan	penghadang	0.22
pelayan	pengasah	0.27
pelayan	penatar	0.27
pelayan	pengutang	0.27
pelayan	pembisik	0.32
pelayan	pengetuk	0.4
pelayan	pemberang	0.33
pelayan	pembesuk	0.36
pelayan	peneguh	0.32
pelayan	padagang	0.35
pelayan	pewirausaha	0.3
pelayan	pencuriga	0.32
pelayan	pengalah	0.41
pelayan	pengalasan	0.4
pelayan	pezikir	0.26
pelayan	pengamuk	0.36
pelayan	pemengaruh	0.26
penyair	pendatang	0.26
penyair	pembunuh	0.31
penyair	penyelenggara	0.24
penyair	turunan	0.21
penyair	pelukis	0.53
penyair	utusan	0.3
penyair	pembiayaan	0.11
penyair	pengacara	0.39
penyair	perawat	0.27
penyair	penganut	0.3
penyair	pengamat	0.39
penyair	vokalis	0.33
penyair	jurnalis	0.46
penyair	penghubung	0.17
penyair	pesaing	0.18
penyair	pengawas	0.23
penyair	penjahat	0.25
penyair	pelaksana	0.32
penyair	pembicara	0.35
penyair	pendengar	0.33
penyair	pendamping	0.28
penyair	pewaris	0.17
penyair	pengungsi	0.18
penyair	pengendara	0.23
penyair	pencuri	0.28
penyair	terdakwa	0.17
penyair	pebisnis	0.32
penyair	pemburu	0.28
penyair	pengawal	0.25
penyair	penemu	0.38
penyair	sastrawan	0.73
penyair	pengemudi	0.23
penyair	penerjemah	0.39
penyair	pemandu	0.29
penyair	tawanan	0.23
penyair	penegak	0.3
penyair	penutur	0.32
penyair	penyihir	0.3
penyair	pelamar	0.22
penyair	pemasok	0.17
penyair	pemikir	0.49
penyair	saingan	0.17
penyair	pembimbing	0.23
penyair	petinggi	0.3
penyair	pelaut	0.38
penyair	pengrajin	0.28
penyair	langganan	0.25
penyair	pencinta	0.34
penyair	kenalan	0.27
penyair	penyidik	0.2
penyair	pelacur	0.37
penyair	pengirim	0.25
penyair	perusak	0.18
penyair	pendiam	0.24
penyair	pemeluk	0.3
penyair	penikmat	0.32
penyair	pemangku	0.21
penyair	perampok	0.3
penyair	pengidap	0.19
penyair	pesepak	0.34
penyair	penunjuk	0.23
penyair	pemuka	0.35
