noun_w_orang_noaffix	noun_w_orang_affixed	cossim
kerabat	undangan	0.33
kerabat	cadangan	0.18
kerabat	pemeran	0.27
kerabat	bangsawan	0.44
kerabat	pembantu	0.38
kerabat	pengarang	0.23
kerabat	pengelola	0.26
kerabat	pejuang	0.29
kerabat	tahanan	0.27
kerabat	pengikut	0.35
kerabat	rombongan	0.36
kerabat	pengajar	0.25
kerabat	pendidik	0.26
kerabat	penghuni	0.37
kerabat	pengembang	0.26
kerabat	jajaran	0.24
kerabat	pembuka	0.13
kerabat	penari	0.24
kerabat	pemberi	0.32
kerabat	pelayan	0.31
kerabat	pendatang	0.27
kerabat	pembunuh	0.26
kerabat	penyelenggara	0.25
kerabat	turunan	0.29
kerabat	pelukis	0.2
kerabat	utusan	0.3
kerabat	pembiayaan	0.21
kerabat	pengacara	0.27
kerabat	perawat	0.25
kerabat	penganut	0.29
kerabat	pengamat	0.24
kerabat	penghubung	0.25
kerabat	pesaing	0.29
kerabat	pengawas	0.21
kerabat	penjahat	0.2
kerabat	pelaksana	0.19
kerabat	kebangsaan	0.18
kerabat	pembicara	0.26
kerabat	pengantar	0.25
kerabat	pendengar	0.28
kerabat	pendamping	0.32
kerabat	pewaris	0.35
kerabat	pengungsi	0.26
kerabat	pengendara	0.22
kerabat	pencuri	0.2
kerabat	pemburu	0.3
kerabat	pengawal	0.31
kerabat	penemu	0.23
kerabat	pengemudi	0.22
kerabat	penerjemah	0.21
kerabat	pemandu	0.22
kerabat	tawanan	0.29
kerabat	penegak	0.21
kerabat	penutur	0.31
kerabat	penyihir	0.26
kerabat	pelamar	0.29
kerabat	pemasok	0.28
kerabat	penanda	0.28
kerabat	pemikir	0.22
kerabat	saingan	0.25
kerabat	pembimbing	0.27
kerabat	petinggi	0.39
kerabat	pelaut	0.29
kerabat	pengrajin	0.23
kerabat	langganan	0.21
kerabat	pencinta	0.22
kerabat	kenalan	0.54
kerabat	penyidik	0.23
kerabat	pelacur	0.17
kerabat	pengirim	0.25
kerabat	perusak	0.14
kerabat	pendiam	0.19
kerabat	pemeluk	0.26
kerabat	penikmat	0.19
kerabat	pemangku	0.28
kerabat	perampok	0.23
kerabat	pelarian	0.27
kerabat	pengidap	0.21
kerabat	penunjuk	0.21
kerabat	pemuka	0.34
kerabat	pengemis	0.2
kerabat	pemusik	0.29
kerabat	sukarelawan	0.27
kerabat	penerbang	0.22
kerabat	pejalan	0.26
kerabat	petinju	0.1
kerabat	penyandang	0.29
kerabat	penanggung	0.22
kerabat	penolong	0.3
kerabat	jagoan	0.15
kerabat	penembak	0.24
kerabat	penipu	0.18
kerabat	penyelamat	0.24
kerabat	pendaftar	0.18
kerabat	pelari	0.27
kerabat	pengiring	0.26
kerabat	penata	0.19
kerabat	pengambil	0.25
kerabat	penuntut	0.26
kerabat	pembina	0.22
kerabat	tanggungan	0.36
kerabat	pencetus	0.19
kerabat	pemangsa	0.28
kerabat	penyebar	0.22
kerabat	pemesan	0.23
kerabat	dermawan	0.28
kerabat	pemeriksa	0.22
kerabat	negarawan	0.25
kerabat	pengukur	0.15
kerabat	penambang	0.19
kerabat	pembajak	0.16
kerabat	budayawan	0.28
kerabat	perekam	0.15
kerabat	penyayang	0.24
kerabat	pemukul	0.13
kerabat	perencana	0.24
kerabat	pengumpul	0.15
kerabat	wirausahawan	0.17
kerabat	penangkap	0.21
kerabat	penyelam	0.19
kerabat	pemasar	0.18
kerabat	pemalas	0.1
kerabat	penarik	0.23
kerabat	pengembara	0.32
kerabat	gerilyawan	0.27
kerabat	penggagas	0.2
kerabat	penyembah	0.19
kerabat	penilai	0.2
kerabat	penguji	0.17
kerabat	pengunjuk	0.15
kerabat	penyembuh	0.22
kerabat	rohaniwan	0.26
kerabat	pemanah	0.21
kerabat	penyelidik	0.2
kerabat	penampil	0.2
kerabat	peranakan	0.24
kerabat	suruhan	0.18
kerabat	usahawan	0.28
kerabat	pelapor	0.29
kerabat	pemahat	0.19
kerabat	penunggu	0.27
kerabat	penurut	0.13
kerabat	pengusul	0.21
kerabat	pemimpi	0.19
kerabat	penyusup	0.23
kerabat	pemungut	0.17
kerabat	penceramah	0.13
kerabat	penggarap	0.28
kerabat	pelupa	0.16
kerabat	perupa	0.19
kerabat	penyendiri	0.19
kerabat	pemateri	0.21
kerabat	penggali	0.23
kerabat	penukar	0.13
kerabat	penyabar	0.19
kerabat	pelempar	0.16
kerabat	pemborong	0.23
kerabat	pendemo	0.18
kerabat	pencerita	0.25
kerabat	penyelundup	0.16
kerabat	penganggur	0.2
kerabat	penggiling	0.15
kerabat	pengulas	0.15
kerabat	penagih	0.18
kerabat	hartawan	0.34
kerabat	perumus	0.15
kerabat	peniup	0.08
kerabat	penggalang	0.26
kerabat	pembenci	0.24
kerabat	pengkaji	0.2
kerabat	pembebas	0.15
kerabat	pemetik	0.19
kerabat	penjilat	0.24
kerabat	pencabut	0.18
kerabat	peramah	0.25
kerabat	pengukir	0.11
kerabat	pengejar	0.22
kerabat	pemerah	0.2
kerabat	wiraswastawan	0.17
kerabat	pemulia	0.34
kerabat	penendang	0.15
kerabat	penyimak	0.23
kerabat	pelestari	0.24
kerabat	penjemput	0.32
kerabat	pembaru	0.21
kerabat	penghayat	0.24
kerabat	pengadu	0.28
kerabat	pemasak	0.19
kerabat	pembobol	0.14
kerabat	penggemblengan	0.2
kerabat	penghasut	0.2
kerabat	penderma	0.32
kerabat	pemaksa	0.15
kerabat	peragu	0.19
kerabat	pengekor	0.14
kerabat	perayu	0.15
kerabat	pendebat	0.19
kerabat	penyuara	0.18
kerabat	pemimpinan	0.25
kerabat	penghadang	0.13
kerabat	pengasah	0.19
kerabat	pengutang	0.23
kerabat	pembisik	0.19
kerabat	pengetuk	0.21
kerabat	pemberang	0.24
kerabat	peneguh	0.24
kerabat	pewirausaha	0.18
kerabat	pencuriga	0.25
kerabat	pengalah	0.33
kerabat	pengalasan	0.32
kerabat	pengamuk	0.29
komunis	pemain	0.29
komunis	penduduk	0.3
komunis	pengguna	0.22
komunis	wisatawan	0.2
komunis	penelitian	0.17
komunis	pasangan	0.21
komunis	penulis	0.31
komunis	pemimpin	0.41
komunis	peserta	0.18
komunis	pengunjung	0.15
komunis	penderita	0.22
komunis	pembelajaran	0.21
komunis	pelayanan	0.15
komunis	kehilangan	0.24
komunis	keturunan	0.29
komunis	pemilik	0.23
komunis	penyanyi	0.33
komunis	karyawan	0.18
komunis	pelanggan	0.17
komunis	kelahiran	0.24
komunis	perdagangan	0.28
komunis	petani	0.32
komunis	pekerja	0.35
komunis	kepercayaan	0.26
komunis	pemuda	0.36
komunis	penumpang	0.2
komunis	pimpinan	0.34
komunis	pembaca	0.29
komunis	kekurangan	0.17
komunis	pejabat	0.38
komunis	campuran	0.3
komunis	pelaku	0.28
komunis	peneliti	0.24
komunis	pengusaha	0.32
komunis	pendukung	0.37
komunis	petunjuk	0.15
komunis	pemenang	0.23
komunis	petugas	0.26
komunis	perbaikan	0.13
komunis	pelatih	0.25
komunis	pedagang	0.29
komunis	pelajar	0.33
komunis	pengurus	0.27
komunis	jurusan	0.19
komunis	ilmuwan	0.32
komunis	pendiri	0.31
komunis	angkatan	0.27
komunis	sasaran	0.24
komunis	pembuat	0.23
komunis	penjual	0.23
komunis	pengganti	0.19
komunis	perwakilan	0.24
komunis	lulusan	0.17
komunis	pembeli	0.19
komunis	penerima	0.22
komunis	pergerakan	0.37
komunis	pemegang	0.24
komunis	penyedia	0.15
komunis	penjaga	0.22
komunis	pencari	0.22
komunis	pembawa	0.24
komunis	undangan	0.14
komunis	cadangan	0.2
komunis	pemeran	0.27
komunis	bangsawan	0.29
komunis	pembantu	0.27
komunis	pengarang	0.32
komunis	pengelola	0.22
komunis	pejuang	0.41
komunis	tahanan	0.3
komunis	pengikut	0.35
komunis	rombongan	0.2
komunis	pengajar	0.27
komunis	pendidik	0.26
komunis	penghuni	0.25
komunis	pengembang	0.2
komunis	jajaran	0.23
komunis	pembuka	0.16
komunis	penari	0.2
komunis	pemberi	0.2
komunis	pelayan	0.21
komunis	pendatang	0.33
komunis	pembunuh	0.36
komunis	penyelenggara	0.23
komunis	turunan	0.17
komunis	pelukis	0.3
komunis	utusan	0.25
komunis	pembiayaan	0.19
komunis	pengacara	0.25
komunis	perawat	0.23
komunis	penganut	0.4
komunis	pengamat	0.3
komunis	penghubung	0.22
komunis	pesaing	0.22
komunis	pengawas	0.17
komunis	penjahat	0.39
komunis	pelaksana	0.3
komunis	kebangsaan	0.37
komunis	pembicara	0.19
komunis	pengantar	0.22
komunis	pendengar	0.25
komunis	pendamping	0.19
komunis	pewaris	0.24
komunis	pengungsi	0.32
komunis	pengendara	0.22
komunis	pencuri	0.23
komunis	pemburu	0.28
komunis	pengawal	0.25
komunis	penemu	0.23
komunis	pengemudi	0.17
komunis	penerjemah	0.26
komunis	pemandu	0.19
komunis	tawanan	0.27
komunis	penegak	0.23
komunis	penutur	0.2
komunis	penyihir	0.27
komunis	pelamar	0.12
komunis	pemasok	0.25
komunis	penanda	0.23
komunis	pemikir	0.37
komunis	saingan	0.24
komunis	pembimbing	0.18
komunis	petinggi	0.34
komunis	pelaut	0.24
komunis	pengrajin	0.17
komunis	langganan	0.19
komunis	pencinta	0.25
komunis	kenalan	0.2
komunis	penyidik	0.2
komunis	pelacur	0.28
komunis	pengirim	0.19
komunis	perusak	0.23
komunis	pendiam	0.19
komunis	pemeluk	0.29
komunis	penikmat	0.24
komunis	pemangku	0.19
komunis	perampok	0.3
komunis	pelarian	0.33
komunis	pengidap	0.16
komunis	penunjuk	0.18
komunis	pemuka	0.32
komunis	pengemis	0.29
komunis	pemusik	0.24
komunis	sukarelawan	0.33
komunis	penerbang	0.25
komunis	pejalan	0.17
komunis	petinju	0.24
komunis	penyandang	0.18
komunis	penanggung	0.19
komunis	penolong	0.26
komunis	jagoan	0.26
komunis	penembak	0.25
komunis	penipu	0.26
komunis	penyelamat	0.29
komunis	pendaftar	0.11
komunis	pelari	0.18
komunis	pengiring	0.17
komunis	penata	0.15
komunis	pengambil	0.22
komunis	penuntut	0.21
komunis	pembina	0.19
komunis	tanggungan	0.18
komunis	pencetus	0.26
komunis	pemangsa	0.25
komunis	penyebar	0.29
komunis	pemesan	0.18
komunis	dermawan	0.21
komunis	pemeriksa	0.22
komunis	negarawan	0.31
komunis	pengukur	0.08
komunis	penambang	0.25
komunis	pembajak	0.23
komunis	budayawan	0.27
komunis	perekam	0.19
komunis	penyayang	0.17
komunis	pemukul	0.21
komunis	perencana	0.25
komunis	pengumpul	0.24
komunis	wirausahawan	0.24
komunis	penangkap	0.26
komunis	penyelam	0.27
komunis	pemasar	0.23
komunis	pemalas	0.27
komunis	penarik	0.13
komunis	pengembara	0.28
komunis	gerilyawan	0.45
komunis	penggagas	0.25
komunis	penyembah	0.27
komunis	penilai	0.14
komunis	penguji	0.13
komunis	pengunjuk	0.22
komunis	penyembuh	0.17
komunis	rohaniwan	0.34
komunis	pemanah	0.14
komunis	penyelidik	0.26
komunis	penampil	0.18
komunis	peranakan	0.36
komunis	suruhan	0.25
komunis	usahawan	0.29
komunis	pelapor	0.17
komunis	pemahat	0.24
komunis	penunggu	0.14
komunis	penurut	0.21
komunis	pengusul	0.17
komunis	pemimpi	0.26
komunis	penyusup	0.31
komunis	pemungut	0.19
komunis	penceramah	0.27
komunis	penggarap	0.24
komunis	pelupa	0.14
komunis	perupa	0.15
komunis	penyendiri	0.25
komunis	pemateri	0.1
komunis	penggali	0.22
komunis	penukar	0.13
komunis	penyabar	0.17
komunis	pelempar	0.24
komunis	pemborong	0.27
komunis	pendemo	0.22
komunis	pencerita	0.17
komunis	penyelundup	0.36
komunis	penganggur	0.28
komunis	penggiling	0.17
komunis	pengulas	0.24
komunis	penagih	0.25
komunis	hartawan	0.3
komunis	perumus	0.24
komunis	peniup	0.13
komunis	penggalang	0.24
komunis	pembenci	0.36
komunis	pengkaji	0.31
komunis	pembebas	0.32
komunis	pemetik	0.24
komunis	penjilat	0.32
komunis	pencabut	0.24
komunis	peramah	0.21
komunis	pengukir	0.22
komunis	pengejar	0.26
komunis	pemerah	0.26
komunis	wiraswastawan	0.2
komunis	pemulia	0.28
komunis	penendang	0.17
komunis	penyimak	0.19
komunis	pelestari	0.26
komunis	penjemput	0.2
komunis	pembaru	0.38
komunis	penghayat	0.32
komunis	pengadu	0.22
komunis	pemasak	0.19
komunis	pembobol	0.19
komunis	penggemblengan	0.24
komunis	penghasut	0.39
komunis	penderma	0.28
komunis	pemaksa	0.29
komunis	peragu	0.22
komunis	pengekor	0.36
komunis	perayu	0.22
komunis	pendebat	0.32
komunis	penyuara	0.38
komunis	pemimpinan	0.3
komunis	penghadang	0.26
komunis	pengasah	0.18
komunis	pengutang	0.33
komunis	pembisik	0.27
komunis	pengetuk	0.21
komunis	pemberang	0.4
komunis	peneguh	0.25
komunis	pewirausaha	0.28
komunis	pencuriga	0.31
komunis	pengalah	0.29
komunis	pengalasan	0.25
komunis	pengamuk	0.38
teroris	pemain	0.32
teroris	penduduk	0.29
teroris	pengguna	0.25
teroris	wisatawan	0.24
teroris	penelitian	0.18
teroris	pasangan	0.15
teroris	penulis	0.23
teroris	pemimpin	0.4
teroris	peserta	0.18
teroris	pengunjung	0.14
teroris	penderita	0.2
teroris	pembelajaran	0.25
teroris	pelayanan	0.18
teroris	kehilangan	0.19
teroris	keturunan	0.22
teroris	pemilik	0.23
teroris	penyanyi	0.28
teroris	karyawan	0.2
teroris	pelanggan	0.2
teroris	kelahiran	0.19
teroris	perdagangan	0.31
teroris	petani	0.24
teroris	pekerja	0.27
teroris	kepercayaan	0.16
teroris	pemuda	0.34
teroris	penumpang	0.33
teroris	pimpinan	0.31
teroris	pembaca	0.21
teroris	kekurangan	0.14
teroris	pejabat	0.33
teroris	campuran	0.22
teroris	pelaku	0.49
teroris	peneliti	0.25
teroris	pengusaha	0.3
teroris	pendukung	0.36
teroris	petunjuk	0.16
teroris	pemenang	0.23
teroris	petugas	0.29
teroris	perbaikan	0.15
teroris	pelatih	0.17
teroris	pedagang	0.27
teroris	pelajar	0.35
teroris	pengurus	0.22
teroris	jurusan	0.14
teroris	ilmuwan	0.27
teroris	pendiri	0.25
teroris	angkatan	0.26
teroris	sasaran	0.35
teroris	pembuat	0.27
teroris	penjual	0.22
teroris	pengganti	0.2
teroris	perwakilan	0.17
teroris	lulusan	0.19
teroris	pembeli	0.23
teroris	penerima	0.23
teroris	pergerakan	0.32
teroris	pemegang	0.2
teroris	penyedia	0.19
teroris	penjaga	0.26
teroris	pencari	0.24
teroris	pembawa	0.22
teroris	undangan	0.13
teroris	cadangan	0.2
teroris	pemeran	0.28
teroris	bangsawan	0.14
teroris	pembantu	0.22
teroris	pengarang	0.22
teroris	pengelola	0.24
teroris	pejuang	0.42
teroris	tahanan	0.33
teroris	pengikut	0.32
teroris	rombongan	0.26
teroris	pengajar	0.23
teroris	pendidik	0.25
teroris	penghuni	0.3
teroris	pengembang	0.24
teroris	jajaran	0.21
teroris	pembuka	0.24
teroris	penari	0.24
teroris	pemberi	0.15
teroris	pelayan	0.2
teroris	pendatang	0.33
teroris	pembunuh	0.48
teroris	penyelenggara	0.25
teroris	turunan	0.14
teroris	pelukis	0.2
teroris	utusan	0.23
teroris	pembiayaan	0.21
teroris	pengacara	0.25
teroris	perawat	0.18
teroris	penganut	0.33
teroris	pengamat	0.34
teroris	penghubung	0.21
teroris	pesaing	0.25
teroris	pengawas	0.18
teroris	penjahat	0.54
teroris	pelaksana	0.25
teroris	kebangsaan	0.25
teroris	pembicara	0.2
teroris	pengantar	0.17
teroris	pendengar	0.19
teroris	pendamping	0.19
teroris	pewaris	0.23
teroris	pengungsi	0.37
teroris	pengendara	0.25
teroris	pencuri	0.39
teroris	pemburu	0.35
teroris	pengawal	0.25
teroris	penemu	0.22
teroris	pengemudi	0.23
teroris	penerjemah	0.17
teroris	pemandu	0.18
teroris	tawanan	0.31
teroris	penegak	0.31
teroris	penutur	0.17
teroris	penyihir	0.26
teroris	pelamar	0.17
teroris	pemasok	0.25
teroris	penanda	0.19
teroris	pemikir	0.36
teroris	saingan	0.22
teroris	pembimbing	0.13
teroris	petinggi	0.32
teroris	pelaut	0.24
teroris	pengrajin	0.14
teroris	langganan	0.15
teroris	pencinta	0.23
teroris	kenalan	0.19
teroris	penyidik	0.33
teroris	pelacur	0.26
teroris	pengirim	0.24
teroris	perusak	0.3
teroris	pendiam	0.21
teroris	pemeluk	0.33
teroris	penikmat	0.23
teroris	pemangku	0.19
teroris	perampok	0.47
teroris	pelarian	0.4
teroris	pengidap	0.12
teroris	penunjuk	0.16
teroris	pemuka	0.26
teroris	pengemis	0.27
teroris	pemusik	0.26
teroris	sukarelawan	0.25
teroris	penerbang	0.25
teroris	pejalan	0.28
teroris	petinju	0.24
teroris	penyandang	0.29
teroris	penanggung	0.22
teroris	penolong	0.21
teroris	jagoan	0.28
teroris	penembak	0.43
teroris	penipu	0.37
teroris	penyelamat	0.35
teroris	pendaftar	0.15
teroris	pelari	0.16
teroris	pengiring	0.16
teroris	penata	0.23
teroris	pengambil	0.18
teroris	penuntut	0.25
teroris	pembina	0.2
teroris	tanggungan	0.16
teroris	pencetus	0.19
teroris	pemangsa	0.32
teroris	penyebar	0.33
teroris	pemesan	0.19
teroris	dermawan	0.2
teroris	pemeriksa	0.14
teroris	negarawan	0.21
teroris	pengukur	0.06
teroris	penambang	0.16
teroris	pembajak	0.41
teroris	budayawan	0.18
teroris	perekam	0.18
teroris	penyayang	0.17
teroris	pemukul	0.22
teroris	perencana	0.27
teroris	pengumpul	0.17
teroris	wirausahawan	0.26
teroris	penangkap	0.27
teroris	penyelam	0.27
teroris	pemasar	0.21
teroris	pemalas	0.21
teroris	penarik	0.17
teroris	pengembara	0.24
teroris	gerilyawan	0.49
teroris	penggagas	0.2
teroris	penyembah	0.32
teroris	penilai	0.17
teroris	penguji	0.1
teroris	pengunjuk	0.23
teroris	penyembuh	0.2
teroris	rohaniwan	0.26
teroris	pemanah	0.2
teroris	penyelidik	0.28
teroris	penampil	0.14
teroris	peranakan	0.19
teroris	suruhan	0.2
teroris	usahawan	0.23
teroris	pelapor	0.3
teroris	pemahat	0.13
teroris	penunggu	0.15
teroris	penurut	0.17
teroris	pengusul	0.14
teroris	pemimpi	0.27
teroris	penyusup	0.44
teroris	pemungut	0.2
teroris	penceramah	0.28
teroris	penggarap	0.17
teroris	pelupa	0.16
teroris	perupa	0.17
teroris	penyendiri	0.3
teroris	pemateri	0.19
teroris	penggali	0.19
teroris	penukar	0.12
teroris	penyabar	0.16
teroris	pelempar	0.25
teroris	pemborong	0.13
teroris	pendemo	0.26
teroris	pencerita	0.12
teroris	penyelundup	0.4
teroris	penganggur	0.24
teroris	penggiling	0.1
teroris	pengulas	0.15
teroris	penagih	0.25
teroris	hartawan	0.21
teroris	perumus	0.17
teroris	peniup	0.13
teroris	penggalang	0.27
teroris	pembenci	0.4
teroris	pengkaji	0.25
teroris	pembebas	0.27
teroris	pemetik	0.14
teroris	penjilat	0.18
teroris	pencabut	0.18
teroris	peramah	0.11
teroris	pengukir	0.12
teroris	pengejar	0.28
teroris	pemerah	0.16
teroris	wiraswastawan	0.18
teroris	pemulia	0.24
teroris	penendang	0.2
teroris	penyimak	0.2
teroris	pelestari	0.25
teroris	penjemput	0.27
teroris	pembaru	0.3
teroris	penghayat	0.22
teroris	pengadu	0.22
teroris	pemasak	0.16
teroris	pembobol	0.41
teroris	penggemblengan	0.28
teroris	penghasut	0.36
teroris	penderma	0.2
teroris	pemaksa	0.25
teroris	peragu	0.23
teroris	pengekor	0.3
teroris	perayu	0.19
teroris	pendebat	0.3
teroris	penyuara	0.28
teroris	pemimpinan	0.31
teroris	penghadang	0.27
teroris	pengasah	0.22
teroris	pengutang	0.36
teroris	pembisik	0.25
teroris	pengetuk	0.22
teroris	pemberang	0.39
teroris	peneguh	0.22
teroris	pewirausaha	0.31
teroris	pencuriga	0.35
teroris	pengalah	0.26
teroris	pengalasan	0.25
teroris	pengamuk	0.36
arsitek	pemain	0.35
arsitek	penduduk	0.3
arsitek	pengguna	0.27
arsitek	wisatawan	0.31
arsitek	penelitian	0.2
arsitek	pasangan	0.24
arsitek	penulis	0.42
arsitek	pemimpin	0.36
arsitek	peserta	0.24
arsitek	pengunjung	0.25
arsitek	penderita	0.15
arsitek	pembelajaran	0.25
arsitek	pelayanan	0.23
arsitek	kehilangan	0.12
arsitek	keturunan	0.25
arsitek	pemilik	0.37
arsitek	penyanyi	0.41
arsitek	karyawan	0.29
arsitek	pelanggan	0.25
arsitek	kelahiran	0.27
arsitek	perdagangan	0.16
arsitek	petani	0.31
arsitek	pekerja	0.4
arsitek	kepercayaan	0.23
arsitek	pemuda	0.31
arsitek	penumpang	0.23
arsitek	pimpinan	0.34
arsitek	pembaca	0.25
arsitek	kekurangan	0.1
arsitek	pejabat	0.35
arsitek	campuran	0.22
arsitek	pelaku	0.28
arsitek	peneliti	0.34
arsitek	pengusaha	0.44
arsitek	pendukung	0.32
arsitek	petunjuk	0.2
arsitek	pemenang	0.3
arsitek	petugas	0.29
arsitek	perbaikan	0.22
arsitek	pelatih	0.41
arsitek	pedagang	0.3
arsitek	pelajar	0.31
arsitek	pengurus	0.26
arsitek	jurusan	0.3
arsitek	ilmuwan	0.37
arsitek	pendiri	0.38
arsitek	angkatan	0.27
arsitek	sasaran	0.19
arsitek	pembuat	0.38
arsitek	penjual	0.27
arsitek	pengganti	0.26
arsitek	perwakilan	0.22
arsitek	lulusan	0.37
arsitek	pembeli	0.26
arsitek	penerima	0.25
arsitek	pergerakan	0.23
arsitek	pemegang	0.23
arsitek	penyedia	0.33
arsitek	penjaga	0.27
arsitek	pencari	0.28
arsitek	pembawa	0.17
arsitek	undangan	0.24
arsitek	cadangan	0.09
arsitek	pemeran	0.31
arsitek	bangsawan	0.29
arsitek	pembantu	0.32
arsitek	pengarang	0.38
arsitek	pengelola	0.33
arsitek	pejuang	0.34
arsitek	tahanan	0.23
arsitek	pengikut	0.21
arsitek	rombongan	0.19
arsitek	pengajar	0.43
arsitek	pendidik	0.4
arsitek	penghuni	0.33
arsitek	pengembang	0.43
arsitek	jajaran	0.23
arsitek	pembuka	0.09
arsitek	penari	0.32
arsitek	pemberi	0.27
arsitek	pelayan	0.32
arsitek	pendatang	0.31
arsitek	pembunuh	0.24
arsitek	penyelenggara	0.27
arsitek	turunan	0.21
arsitek	pelukis	0.5
arsitek	utusan	0.18
arsitek	pembiayaan	0.19
arsitek	pengacara	0.45
arsitek	perawat	0.37
arsitek	penganut	0.28
arsitek	pengamat	0.33
arsitek	penghubung	0.23
arsitek	pesaing	0.24
arsitek	pengawas	0.3
arsitek	penjahat	0.21
arsitek	pelaksana	0.38
arsitek	kebangsaan	0.21
arsitek	pembicara	0.26
arsitek	pengantar	0.21
arsitek	pendengar	0.16
arsitek	pendamping	0.29
arsitek	pewaris	0.22
arsitek	pengungsi	0.23
arsitek	pengendara	0.22
arsitek	pencuri	0.18
arsitek	pemburu	0.29
arsitek	pengawal	0.23
arsitek	penemu	0.39
arsitek	pengemudi	0.2
arsitek	penerjemah	0.35
arsitek	pemandu	0.29
arsitek	tawanan	0.2
arsitek	penegak	0.2
arsitek	penutur	0.2
arsitek	penyihir	0.25
arsitek	pelamar	0.21
arsitek	pemasok	0.2
arsitek	penanda	0.15
arsitek	pemikir	0.4
arsitek	saingan	0.23
arsitek	pembimbing	0.34
arsitek	petinggi	0.37
arsitek	pelaut	0.27
arsitek	pengrajin	0.39
arsitek	langganan	0.25
arsitek	pencinta	0.22
arsitek	kenalan	0.18
arsitek	penyidik	0.26
arsitek	pelacur	0.17
arsitek	pengirim	0.21
arsitek	perusak	0.18
arsitek	pendiam	0.17
arsitek	pemeluk	0.28
arsitek	penikmat	0.24
arsitek	pemangku	0.28
arsitek	perampok	0.22
arsitek	pelarian	0.27
arsitek	pengidap	0.11
arsitek	penunjuk	0.19
arsitek	pemuka	0.35
arsitek	pengemis	0.18
arsitek	pemusik	0.39
arsitek	sukarelawan	0.25
arsitek	penerbang	0.25
arsitek	pejalan	0.28
arsitek	petinju	0.27
arsitek	penyandang	0.23
arsitek	penanggung	0.28
arsitek	penolong	0.22
arsitek	jagoan	0.29
arsitek	penembak	0.27
arsitek	penipu	0.19
arsitek	penyelamat	0.25
arsitek	pendaftar	0.16
arsitek	pelari	0.19
arsitek	pengiring	0.17
arsitek	penata	0.43
arsitek	pengambil	0.26
arsitek	penuntut	0.18
arsitek	pembina	0.29
arsitek	tanggungan	0.18
arsitek	pencetus	0.3
arsitek	pemangsa	0.23
arsitek	penyebar	0.21
arsitek	pemesan	0.23
arsitek	dermawan	0.24
arsitek	pemeriksa	0.14
arsitek	negarawan	0.35
arsitek	pengukur	0.15
arsitek	penambang	0.28
arsitek	pembajak	0.18
arsitek	budayawan	0.37
arsitek	perekam	0.16
arsitek	penyayang	0.17
arsitek	pemukul	0.1
arsitek	perencana	0.56
arsitek	pengumpul	0.17
arsitek	wirausahawan	0.31
arsitek	penangkap	0.24
arsitek	penyelam	0.26
arsitek	pemasar	0.31
arsitek	pemalas	0.19
arsitek	penarik	0.2
arsitek	pengembara	0.23
arsitek	gerilyawan	0.19
arsitek	penggagas	0.35
arsitek	penyembah	0.27
arsitek	penilai	0.27
arsitek	penguji	0.21
arsitek	pengunjuk	0.11
arsitek	penyembuh	0.21
arsitek	rohaniwan	0.3
arsitek	pemanah	0.3
arsitek	penyelidik	0.22
arsitek	penampil	0.22
arsitek	peranakan	0.21
arsitek	suruhan	0.19
arsitek	usahawan	0.37
arsitek	pelapor	0.16
arsitek	pemahat	0.52
arsitek	penunggu	0.18
arsitek	penurut	0.18
arsitek	pengusul	0.24
arsitek	pemimpi	0.31
arsitek	penyusup	0.14
arsitek	pemungut	0.24
arsitek	penceramah	0.27
arsitek	penggarap	0.3
arsitek	pelupa	0.12
arsitek	perupa	0.38
arsitek	penyendiri	0.22
arsitek	pemateri	0.19
arsitek	penggali	0.28
arsitek	penukar	0.19
arsitek	penyabar	0.17
arsitek	pelempar	0.21
arsitek	pemborong	0.47
arsitek	pendemo	0.18
arsitek	pencerita	0.22
arsitek	penyelundup	0.16
arsitek	penganggur	0.13
arsitek	penggiling	0.19
arsitek	pengulas	0.19
arsitek	penagih	0.15
arsitek	hartawan	0.27
arsitek	perumus	0.35
arsitek	peniup	0.18
arsitek	penggalang	0.2
arsitek	pembenci	0.18
arsitek	pengkaji	0.33
arsitek	pembebas	0.17
arsitek	pemetik	0.14
arsitek	penjilat	0.2
arsitek	pencabut	0.18
arsitek	peramah	0.22
arsitek	pengukir	0.44
arsitek	pengejar	0.23
arsitek	pemerah	0.17
arsitek	wiraswastawan	0.29
arsitek	pemulia	0.27
arsitek	penendang	0.29
arsitek	penyimak	0.15
arsitek	pelestari	0.32
arsitek	penjemput	0.21
arsitek	pembaru	0.29
arsitek	penghayat	0.25
arsitek	pengadu	0.23
arsitek	pemasak	0.29
arsitek	pembobol	0.26
arsitek	penggemblengan	0.19
arsitek	penghasut	0.29
arsitek	penderma	0.2
arsitek	pemaksa	0.26
arsitek	peragu	0.2
arsitek	pengekor	0.3
arsitek	perayu	0.2
arsitek	pendebat	0.32
arsitek	penyuara	0.27
arsitek	pemimpinan	0.3
arsitek	penghadang	0.19
arsitek	pengasah	0.26
arsitek	pengutang	0.19
arsitek	pembisik	0.28
arsitek	pengetuk	0.27
arsitek	pemberang	0.29
arsitek	peneguh	0.22
arsitek	pewirausaha	0.28
arsitek	pencuriga	0.24
arsitek	pengalah	0.36
arsitek	pengalasan	0.31
arsitek	pengamuk	0.33
politisi	pemain	0.42
politisi	penduduk	0.28
politisi	pengguna	0.33
politisi	wisatawan	0.32
